"StateCode","Division","YearMonth","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","CDD","HDD","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX","Date"
5,1,201003,1.99,39.1,2.21,2.21,2.5,2.21,0,803,1.66,1.92,1.68,1.79,1.28,1.03,0.25,25.2,52.9,2010-03-01
5,1,201004,1.37,48.6,0,1.98,-0.01,1.9,0,492,0.16,0.81,1.01,0.68,0.81,0.88,0.45,33.9,63.3,2010-04-01
5,1,201005,0.98,55.4,-0.55,1.23,-1.63,0.36,5,303,-1.07,-0.74,0.03,0.23,0.73,0.7,0.45,40.4,70.4,2010-05-01
5,1,201006,1.06,69.5,-0.81,0.79,-0.96,-0.51,160,25,-0.67,-1.35,-1.04,-0.18,0.34,0.37,0.51,53.8,85.2,2010-06-01
5,1,201007,3.51,72.8,0.84,1.55,2.53,1.27,242,0,1.09,0.34,-0.32,0.33,0.22,0.44,0.88,58.1,87.5,2010-07-01
5,1,201008,2.44,71.1,1.01,1.64,0.76,1.62,194,0,0.35,0.96,0.4,0.19,0.36,0.8,0.49,56.3,86,2010-08-01
5,1,201009,0.63,66.1,-0.68,0.79,-2.05,-0.33,89,56,-0.78,-0.28,0.46,-0.48,0.1,0.51,0.47,48.7,83.5,2010-09-01
5,1,201010,0.36,53,-1.14,-1.14,-1.57,-1.14,0,372,-0.83,-1.23,-0.62,-0.69,-0.1,-0.18,0.12,37,69,2010-10-01
5,1,201011,0.23,38.3,-1.44,-1.44,-1.27,-1.44,0,801,-0.88,-1.3,-1.64,-0.41,-0.4,-0.25,0.08,22.2,54.4,2010-11-01
5,1,201012,0.4,34.4,-1.56,-1.56,-0.79,-1.56,0,949,-0.27,-1.03,-1.29,-0.22,-0.88,-0.34,0,20.5,48.3,2010-12-01
5,1,201101,0.34,28.2,-1.61,-1.61,-0.63,-1.61,0,1141,-0.3,-0.54,-1.15,-1.06,-0.95,-0.37,0.02,13.2,43.3,2011-01-01
5,1,201102,0.66,28.2,-1.34,-1.34,0.32,-1.1,0,1030,0.52,0.17,-0.17,-1.46,-0.48,-0.47,0.08,12.9,43.4,2011-02-01
5,1,201103,0.51,42.1,-1.92,-1.92,-2.17,-1.92,0,710,-0.87,-0.51,-0.62,-1.39,-0.43,-0.99,-0.03,26.4,57.8,2011-03-01
5,1,201104,0.8,48.9,-2.41,-2.41,-2.06,-2.41,0,483,-0.65,-1.11,-0.91,-1.31,-1.29,-1.17,-0.22,32.6,65.2,2011-04-01
5,1,201105,1.17,54.9,-3.01,-3.01,-2.55,-3.01,0,317,-0.81,-1.13,-1.34,-1.42,-2.05,-1.03,-0.24,39.3,70.6,2011-05-01
5,1,201106,0.96,69.4,-3.88,-3.88,-3.55,-3.88,158,26,-0.84,-1.25,-1.41,-1.49,-1.93,-1.11,-0.55,52.3,86.6,2011-06-01
5,1,201107,2.14,75.6,-4.19,-4.19,-2.11,-4.19,329,0,-0.27,-0.84,-1.27,-1.55,-1.9,-1.76,-0.86,59.6,91.6,2011-07-01
5,1,201108,1.89,74.3,-4.45,-4.45,-2.09,-4.45,288,0,-0.33,-0.49,-0.87,-1.55,-1.68,-2.13,-0.74,58.7,89.9,2011-08-01
5,1,201109,0.97,62.3,-4.36,-4.36,-1.08,-4.36,36,117,-0.19,-0.48,-0.56,-1.44,-1.62,-2,-0.9,47.2,77.4,2011-09-01
5,1,201110,0.96,51,-3.87,-3.87,0.12,-3.76,0,434,0.23,-0.08,-0.31,-1.11,-1.44,-1.69,-1.22,35.1,67,2011-10-01
5,1,201111,0.73,39.4,-3.51,-3.51,-0.12,-3.39,0,768,0.46,0.27,0.01,-0.68,-1.37,-1.44,-1.13,24.3,54.5,2011-11-01
5,1,201112,1.11,25.6,-2.53,-2.53,1.86,-1.64,0,1221,1.4,1.14,0.72,-0.11,-0.99,-1.13,-1.04,12.9,38.3,2011-12-01
5,1,201201,0.14,33.8,-2.68,-2.68,-1.25,-2.24,0,967,-1.34,0.62,0.62,-0.09,-0.9,-1.2,-1.09,19.9,47.8,2012-01-01
5,1,201202,0.55,31.4,-2.36,-2.36,0.13,-1.82,0,941,0.23,-0.69,0.48,0.15,-0.56,-1.22,-1.18,18.3,44.4,2012-02-01
5,1,201203,0.38,46.6,-3.27,-3.27,-3.44,-3.27,0,570,-1.28,-1,-1.46,-0.15,-0.52,-1.26,-1.59,30.1,63.1,2012-03-01
5,1,201204,1.46,52.6,-3.55,-3.55,-1.85,-3.55,0,377,0.25,-0.39,-0.43,-0.1,-0.36,-0.96,-1.66,37.3,67.9,2012-04-01
5,1,201205,1.02,59.6,-4.45,-4.45,-3.82,-4.45,20,187,-1.01,-0.62,-1,-0.73,-0.64,-0.96,-1.58,43.4,75.8,2012-05-01
5,1,201206,0.53,72.7,-5.6,-5.6,-4.81,-5.6,240,9,-1.76,-1.93,-1.35,-1.73,-1.09,-1.16,-1.89,55.5,89.8,2012-06-01
5,1,201207,1.79,75.5,-5.98,-5.98,-2.86,-5.98,326,0,-0.69,-1.54,-2.15,-1.9,-1.54,-1.38,-2.17,59.9,91.2,2012-07-01
5,1,201208,1.02,71.4,-6.62,-6.62,-3.77,-6.62,203,0,-1.68,-1.53,-2.05,-2.18,-2.21,-1.86,-2.72,55.1,87.6,2012-08-01
5,1,201209,1.31,62.9,-6.03,-6.03,-0.29,-6.03,43,106,0.3,-1.01,-1.18,-1.84,-2.26,-1.72,-2.53,47,78.8,2012-09-01
5,1,201210,0.49,49.4,-5.71,-5.71,-0.9,-5.71,0,484,-0.54,-0.22,-1.16,-2.05,-2.2,-1.94,-2.23,33.7,65.1,2012-10-01
5,1,201211,0.08,43.2,-5.99,-5.99,-2.6,-5.99,0,654,-1.83,-1.34,-0.77,-1.93,-2.3,-2.24,-2.26,25.9,60.5,2012-11-01
5,1,201212,0.5,30.4,-5.42,-5.42,-0.15,-5.42,0,1073,0.05,-1.17,-1.17,-1.46,-2.1,-2.39,-2.23,15.8,45,2012-12-01
5,1,201301,0.25,28.8,-5.17,-5.17,-0.91,-5.17,0,1122,-0.71,-0.51,-1.47,-1.65,-2.15,-2.3,-2.22,13,44.6,2013-01-01
5,1,201302,0.55,30.6,-4.65,-4.65,-0.04,-4.61,0,963,0.23,-0.34,-0.36,-0.91,-1.9,-2.21,-2.2,16,45.1,2013-02-01
5,1,201303,0.63,38.8,-4.6,-4.6,-1.28,-4.6,0,812,-0.55,-0.49,-0.76,-1.39,-1.61,-2.15,-2.21,23,54.6,2013-03-01
5,1,201304,0.67,43.4,-4.4,-4.4,-0.84,-4.4,0,648,-0.98,-1.13,-1.06,-1.62,-1.8,-2.47,-2.47,27.8,59,2013-04-01
5,1,201305,1.13,57.4,-4.88,-4.88,-2.79,-4.88,10,245,-0.86,-1.34,-1.39,-1.59,-1.67,-2.38,-2.51,41.7,73,2013-05-01
5,1,201306,1.14,70.5,-5.52,-5.52,-3.44,-5.52,183,18,-0.55,-1.11,-1.41,-1.54,-1.93,-2.14,-2.8,53.3,87.8,2013-06-01
5,1,201307,2.84,71.8,-4.92,-4.92,0.09,-4.84,214,0,0.47,-0.11,-0.62,-1.11,-1.49,-1.78,-2.18,57.1,86.5,2013-07-01
5,1,201308,2.54,71.2,-4.36,-4.36,0.16,-4.16,197,0,0.47,0.55,0.11,-0.86,-0.94,-1.21,-2.09,56.7,85.6,2013-08-01
5,1,201309,2.99,65.7,-2.69,-2.69,3.66,-1.08,83,62,2.01,1.74,1.51,0.09,-0.13,-0.53,-1.53,51.8,79.6,2013-09-01
5,1,201310,0.56,48.9,-2.63,-2.63,-0.65,-1.27,0,499,-0.4,1.22,1.13,0.27,-0.18,-0.45,-1.52,33.7,64.1,2013-10-01
5,1,201311,0.66,38.3,-2.4,-2.4,-0.12,-1.08,0,801,0.32,-0.29,1.17,0.69,-0.18,-0.26,-1.54,23.7,52.8,2013-11-01
5,1,201312,0.21,28.9,-2.49,-2.49,-1.01,-1.51,0,1119,-1.11,-0.46,-0.7,0.85,-0.19,-0.39,-1.78,14,43.8,2013-12-01
5,1,201401,0.5,30,-2.28,-2.28,-0.14,-1.33,0,1085,0.31,-0.62,-0.37,0.89,0.11,-0.31,-1.67,14.5,45.4,2014-01-01
5,1,201402,0.49,30.2,-2.1,-2.1,-0.16,-1.19,0,974,0.05,0.14,-0.55,0.81,0.49,-0.33,-1.67,17.1,43.4,2014-02-01
5,1,201403,0.65,39.8,-2.34,-2.34,-1.38,-1.75,0,781,-0.5,-0.56,-0.41,-0.84,0.65,-0.29,-1.65,23.9,55.7,2014-03-01
5,1,201404,1.2,48,-2.34,-2.34,-0.72,-1.9,0,510,-0.03,-0.38,-0.48,-0.59,0.36,-0.09,-1.83,32.9,63,2014-04-01
5,1,201405,1.39,57.1,-2.82,-2.82,-2.15,-2.82,9,254,-0.54,-0.53,-0.7,-0.9,-0.01,0.02,-1.66,41.8,72.4,2014-05-01
5,1,201406,1.24,68,-3.43,-3.43,-2.71,-3.43,129,39,-0.4,-0.77,-0.75,-0.86,-1.08,0.04,-1.58,51.9,84.1,2014-06-01
5,1,201407,3.83,71.8,0.78,-2.3,2.34,-1.3,214,0,1.36,0.71,0.24,-0.14,-0.21,0.37,-0.92,57.5,86.1,2014-07-01
5,1,201408,1.93,69.5,0.37,-2.39,-1,-1.76,150,10,-0.28,0.82,0.39,-0.28,-0.39,0.16,-0.69,54.7,84.2,2014-08-01
5,1,201409,1.13,63.8,0.05,-2.43,-0.83,-2.07,55,91,0.05,-0.29,0.65,-0.16,-0.29,-0.53,-0.77,48.7,78.9,2014-09-01
5,1,201410,1.3,53.5,0.28,-1.94,0.71,-1.27,0,356,0.64,0.38,0.08,0.11,-0.14,-0.21,-0.55,38.2,68.8,2014-10-01
5,1,201411,0.52,36.4,0.19,-1.81,-0.2,-1.17,0,858,0.01,0.4,0.26,0.36,-0.17,-0.28,-0.44,21.4,51.5,2014-11-01
5,1,201412,0.72,31,0.38,-1.41,0.63,-0.53,0,1054,0.63,0.25,0.48,0.68,0,-0.13,-0.42,17.8,44.2,2014-12-01
5,1,201501,0.56,32.1,0.4,-1.21,0.18,-0.26,0,1020,0.51,0.68,0.35,0.13,0.13,-0.11,-0.34,19.1,45.1,2015-01-01
5,1,201502,1.29,34,1.07,1.07,2.14,1.07,0,868,1.7,1.61,1.51,0.88,0.73,0.16,-0.18,20.1,47.9,2015-02-01
5,1,201503,0.59,43,-0.59,-0.59,-1.78,-0.59,0,682,-0.65,0.65,0.7,0.69,0.84,0.17,-0.21,28,58.1,2015-03-01
5,1,201504,1.42,49.3,-0.72,-0.72,-0.58,-0.72,0,471,0.21,-0.21,0.35,0.37,0.21,0.24,0.03,34.1,64.5,2015-04-01
5,1,201505,5.99,53.9,2.74,2.74,8.21,2.74,0,344,2.8,1.94,1.71,1.89,1.72,1.52,1.16,42,65.8,2015-05-01
5,1,201506,2.01,68.8,3.46,3.46,3,3.46,145,31,0.49,2.44,1.9,1.93,1.81,1.76,1.38,54.1,83.5,2015-06-01
5,1,201507,2.45,71.3,3.87,3.87,2.3,3.87,199,0,0.07,0.26,2.16,1.8,1.7,1.49,1.29,57.1,85.6,2015-07-01
5,1,201508,2.18,71.2,3.84,3.84,1.11,3.84,197,0,0.04,-0.01,0.18,1.5,1.74,1.65,1.21,55.8,86.6,2015-08-01
5,1,201509,0.48,67.4,2.73,2.73,-2.13,1.85,111,39,-1.1,-0.67,-0.48,1.34,1.44,1.43,0.65,51.1,83.6,2015-09-01
5,1,201510,1.73,55,3.07,3.07,1.84,2.84,0,314,1.07,0.18,0.1,1.71,1.52,1.48,0.88,41,69.1,2015-10-01
5,1,201511,1.02,38.8,3.05,3.05,0.9,3.05,0,786,0.95,1.24,0.48,0.33,1.41,1.66,0.97,24.2,53.5,2015-11-01
5,1,201512,0.52,31.6,2.8,2.8,0.19,2.8,0,1035,0.11,0.72,1.11,0.18,1.56,1.64,1.13,18.5,44.6,2015-12-01
5,1,201601,0.36,31.1,-0.09,2.42,-0.27,2.24,0,1051,-0.22,-0.17,0.5,0.21,1.79,1.59,1.07,16.5,45.7,2016-01-01
5,1,201602,0.55,37.4,-0.27,1.98,-0.57,1.51,0,773,0.23,-0.05,-0.12,0.29,0.23,1.35,1.1,22.4,52.4,2016-02-01
5,1,201603,0.54,42.2,-0.88,1.14,-1.91,-0.16,0,707,-0.78,-0.66,-0.72,0.5,-0.08,1.33,1.13,25.9,58.5,2016-03-01
5,1,201604,3.02,47.7,1.02,2.05,3.07,1.92,0,519,1.32,0.93,0.9,0.88,0.6,1.71,1.58,33,62.3,2016-04-01
5,1,201605,1.42,55,-0.27,1.57,-0.8,1.04,0,314,-0.5,0.68,0.38,0.32,0.4,0.36,1.4,40.6,69.4,2016-05-01
5,1,201606,2.22,70.2,-0.02,1.63,0.65,1.32,176,20,0.69,0.04,0.79,0.47,0.82,0.43,1.63,53.9,86.6,2016-06-01
5,1,201607,1.99,74,-0.35,1.13,-0.99,0.36,279,0,-0.45,0.07,-0.27,0.29,0.4,0.29,1.24,57.8,90.2,2016-07-01
5,1,201608,2.31,68.7,-0.14,1.19,0.53,0.61,129,15,0.2,-0.27,0.11,0.25,0.24,0.34,1.32,54.4,83,2016-08-01
5,1,201609,0.67,64.6,-0.76,-0.76,-1.9,-0.76,66,78,-0.71,-0.36,-0.58,0.22,0,0.41,1.23,48.7,80.5,2016-09-01
5,1,201610,0.1,56.3,-1.57,-1.57,-2.68,-1.57,6,276,-1.76,-1.6,-0.92,-0.82,-0.27,-0.14,0.93,38.8,73.8,2016-10-01
5,1,201611,0.41,43.9,-2,-2,-1.77,-2,0,633,-0.27,-1.46,-1.71,-0.66,-0.36,-0.39,0.9,28.2,59.6,2016-11-01
5,1,201612,0.67,28.5,-1.65,-1.65,0.43,-1.39,0,1132,0.51,-0.04,-1.02,-0.95,-0.16,-0.36,0.96,13.8,43.2,2016-12-01
