StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
       05,      04,   200305,   2.05,   53.1,  -2.81,  -2.81,   -.93,  -1.88,      0,    369,   -.24,      0,   1.07,    .72,     .7,   -.28,  -1.52,   39.1,     67,
       05,      04,   200306,    2.6,   58.8,  -1.89,  -1.89,    1.9,   -.28,     17,    203,    .86,    .34,    .38,   1.18,    .86,    .26,  -1.15,   45.1,   72.6,
       05,      04,   200307,    1.1,   72.3,  -2.33,  -2.33,  -1.92,  -1.39,    229,      0,  -1.62,   -.31,    -.4,    .78,    .33,    .33,   -1.6,   54.9,   89.6,
       05,      04,   200308,   2.26,   68.6,  -2.02,  -2.02,    .22,     -1,    125,     14,    .61,    -.7,   -.02,    .76,    .52,    .56,  -1.51,   53.1,   84.1,
       05,      04,   200309,    .79,   55.7,   -2.2,   -2.2,  -1.18,  -1.52,      5,    284,   -.54,   -.03,   -.91,    -.3,    .48,    .27,  -1.65,   39.9,   71.5,
       05,      04,   200310,    .26,     51,  -2.83,  -2.83,  -2.57,  -2.83,      0,    434,  -1.78,  -1.37,   -.73,   -.82,    .27,   -.07,  -1.69,   34.4,   67.6,
       05,      04,   200311,    .79,   32.4,  -2.53,  -2.53,    .02,  -2.46,      0,    978,    .12,  -1.17,  -1.34,   -.74,    .12,   -.07,  -1.72,   20.2,   44.5,
       05,      04,   200312,    .59,   29.1,  -2.49,  -2.49,   -.67,  -2.49,      0,   1113,   -.32,   -.25,  -1.24,  -1.31,   -.69,    .04,  -1.52,   15.7,   42.4,
       05,      04,   200401,    .57,   27.5,  -2.51,  -2.51,   -.82,  -2.51,      0,   1162,   -.28,   -.52,    -.4,   -.86,   -.89,    .12,  -1.52,     14,     41,
       05,      04,   200402,    .89,   26.7,  -2.27,  -2.27,   -.06,  -2.24,      0,   1072,    .45,    .03,   -.27,  -1.24,   -.78,    .04,  -1.37,   13.8,   39.5,
       05,      04,   200403,    .59,   41.3,   -3.3,   -3.3,  -3.79,   -3.3,      0,    735,  -1.35,   -.83,   -.91,  -1.52,  -1.58,    -.9,  -1.47,   26.2,   56.4,
       05,      04,   200404,   2.45,   44.2,  -3.11,  -3.11,   -.44,  -3.11,      0,    624,     .6,   -.08,   -.02,   -.29,    -.8,   -.87,   -1.1,   30.8,   57.5,
       05,      04,   200405,   1.39,   54.3,  -3.91,  -3.91,  -3.35,  -3.91,      0,    336,  -1.05,   -.35,    -.8,   -.87,  -1.53,  -1.14,     -1,   39.2,   69.5,
       05,      04,   200406,   2.81,   59.5,    .22,  -3.29,    .65,  -2.98,     21,    186,   1.05,    .04,    .23,   -.18,   -.65,  -1.09,   -.57,   45.2,   73.7,
       05,      04,   200407,   2.59,   65.8,    .23,  -2.91,    .11,  -2.51,     68,     43,    .48,   1.06,    .23,    .04,   -.09,   -.51,   -.13,   51.1,   80.6,
       05,      04,   200408,   2.37,   62.8,    .64,  -2.18,    1.3,  -1.22,     25,     93,    .74,    .76,   1.16,    .17,    .12,   -.47,    .09,   47.7,   77.8,
       05,      04,   200409,   1.85,     58,    .94,  -1.59,   1.11,    -.2,     11,    221,    .74,    .91,    .95,    .69,    .38,   -.06,    .13,   42.9,   73.1,
       05,      04,   200410,   1.24,     47,    .97,   -1.3,    .38,    .19,      0,    558,    .32,    .58,     .8,    .56,    .45,    .32,     .1,   33.4,   60.6,
       05,      04,   200411,   1.33,   33.6,    1.3,   -.73,    1.3,   1.13,      0,    942,   1.08,    .75,    .95,   1.38,    .54,    .48,    .27,   21.7,   45.4,
       05,      04,   200412,    .44,   29.1,    .93,    -.9,   -.73,    .62,      0,   1113,   -.79,    .38,    .36,    .86,    .69,    .42,    .32,   16.8,   41.5,
       05,      04,   200501,    .98,   29.8,   1.06,   -.58,    .68,   1.03,      0,   1091,    .89,    .01,    .69,    .97,    .68,    .57,    .49,   17.9,   41.8,
       05,      04,   200502,    .38,   31.3,    .67,    -.8,   -.84,    .49,      0,    944,  -1.21,   -.18,   -.68,    .53,    1.1,    .36,    .29,   18.1,   44.5,
       05,      04,   200503,   1.15,   35.2,    .36,   -.95,   -.71,    .09,      0,    924,   -.01,   -.74,   -.25,    .07,    .69,    .59,   -.27,   21.8,   48.5,
       05,      04,   200504,   2.54,   42.7,    .63,   -.55,    .92,    .63,      0,    669,    .66,    .44,    .09,    .34,    .76,    .61,   -.19,   29.1,   56.4,
       05,      04,   200505,   1.59,   52.3,    .01,  -1.05,  -1.67,   -.27,      0,    394,   -.78,   -.15,   -.24,   -.49,     .1,    .69,    -.3,   37.9,   66.8,
       05,      04,   200506,   3.25,   61.1,     .9,     .9,   2.68,     .9,     33,    150,   1.42,    .46,     .6,     .4,    .45,    .89,   -.09,   46.3,   75.9,
       05,      04,   200507,   1.02,   70.6,   -.68,   -.68,  -2.04,   -.68,    179,      5,  -1.73,    .17,   -.33,   -.33,   -.09,    .32,   -.13,   53.6,   87.6,
       05,      04,   200508,   2.01,   65.1,   -.55,   -.55,    .17,   -.55,     56,     53,     .3,     -1,    .19,    -.1,   -.25,    .19,   -.18,     50,   80.3,
       05,      04,   200509,    .61,   60.4,  -1.21,  -1.21,  -2.13,  -1.21,     24,    162,   -.85,   -.42,  -1.29,   -.33,    -.4,   -.29,   -.32,   44.1,   76.7,
       05,      04,   200510,   2.41,   47.8,    .96,    .96,   2.88,    .96,      0,    533,   1.47,    .52,    .51,   -.02,    .01,    .18,    .31,   33.5,     62,
       05,      04,   200511,    .87,   37.9,   -.15,   -.15,   -.45,    .71,      0,    813,    .29,   1.38,    .55,    .37,    .13,   -.01,    .33,   24.3,   51.5,
       05,      04,   200512,     .8,   25.5,   -.09,   -.09,    .12,    .68,      0,   1224,    .23,    .23,   1.29,   -.29,    .19,    .11,    .37,   13.1,   37.9,
       05,      04,   200601,    .52,     32,   -.29,   -.29,   -.62,     .4,      0,   1023,   -.44,   -.18,   -.05,    .38,   -.08,   -.05,    .36,   18.4,   45.5,
       05,      04,   200602,    .46,   26.8,   -.56,   -.56,   -.88,   -.56,      0,   1070,   -.89,  -1.01,   -.71,    .15,    .12,   -.05,    .23,   12.7,   40.9,
       05,      04,   200603,   1.24,     34,   -.67,   -.67,   -.52,   -.67,      0,    961,    .15,   -.44,   -.66,    .66,   -.54,    .01,    .39,   20.5,   47.5,
       05,      04,   200604,    .77,   46.8,  -1.73,  -1.73,  -3.37,  -1.73,      0,    546,  -2.23,  -1.21,  -1.48,  -1.19,   -.55,   -.64,   -.02,   30.7,   62.9,
       05,      04,   200605,   1.05,     55,  -2.99,  -2.99,  -4.34,  -2.99,      6,    316,  -1.62,   -2.3,  -1.85,  -2.06,   -1.3,   -.88,    -.1,   39.2,   70.9,
       05,      04,   200606,    .66,   66.1,  -4.32,  -4.32,  -4.91,  -4.32,     99,     66,  -1.56,  -2.65,  -2.83,  -2.42,  -1.38,   -1.9,   -.68,   49.2,     83,
       05,      04,   200607,   2.84,   70.2,  -4.28,  -4.28,  -1.21,  -4.28,    168,      6,    .82,   -.49,  -1.31,   -1.8,   -1.7,  -1.22,   -.62,   55.5,   84.9,
       05,      04,   200608,   2.13,   66.3,  -4.04,  -4.04,    -.6,  -4.04,     76,     36,    .45,    .77,   -.24,  -1.33,  -1.52,  -1.17,   -.69,   52.3,   80.3,
       05,      04,   200609,   1.69,   53.4,  -3.32,  -3.32,    .92,   -2.9,      0,    348,    .59,    .61,    .85,  -1.17,  -1.29,    -.7,   -.81,     39,   67.8,
       05,      04,   200610,   1.89,   44.6,   -2.3,   -2.3,   2.03,  -1.05,      0,    632,   1.02,    .98,    .96,   -.29,   -.85,   -.83,   -.61,   31.2,   58.1,
       05,      04,   200611,    .54,   36.1,  -2.43,  -2.43,  -1.11,  -1.59,      0,    867,   -.48,    .61,    .73,    .17,   -.82,   -.97,    -.8,   22.4,   49.8,
       05,      04,   200612,   1.65,   26.9,  -1.44,  -1.44,   2.23,    .23,      0,   1181,   1.81,    .98,   1.29,   1.38,   -.51,   -.67,   -.42,   15.1,   38.7,
       05,      04,   200701,    .95,   18.5,  -1.06,  -1.06,     .7,    .78,      0,   1442,    .82,   1.92,   1.16,   1.34,    .05,   -.51,   -.42,      6,   30.9,
       05,      04,   200702,    .68,     27,   -.92,   -.92,    .08,    .84,      0,   1064,   -.14,    .38,   1.63,   1.29,    .62,   -.44,   -.35,   15.3,   38.6,
       05,      04,   200703,   1.24,   40.8,  -1.32,  -1.32,  -1.49,   -.09,      0,    750,    .15,   -.08,    .24,   1.13,   1.39,   -.42,   -.36,   27.2,   54.5,
       05,      04,   200704,   2.35,   42.3,   -.98,   -.98,    .62,    .37,      0,    681,    .52,    .37,    .25,    .71,   1.19,    .12,   -.41,     29,   55.6,
       05,      04,   200705,   2.36,   53.7,   -1.1,   -1.1,   -.65,    .03,      0,    354,    .06,    .23,    .16,     .7,    .95,    .58,   -.18,   39.5,     68,
       05,      04,   200706,   1.07,   62.9,  -1.59,  -1.59,  -1.81,    -.8,     53,    116,   -.89,   -.53,   -.25,    -.2,    .38,    .77,   -.78,   47.1,   78.7,
       05,      04,   200707,   2.15,   70.5,  -1.75,  -1.75,   -.99,  -1.09,    176,      5,   -.13,   -.74,   -.51,   -.37,    .04,    .54,   -.46,   55.2,   85.7,
       05,      04,   200708,   2.75,   68.9,  -1.13,  -1.13,   1.32,   -.07,    133,     12,   1.15,    .71,   -.02,    .05,    .51,    .77,   -.24,   54.3,   83.5,
       05,      04,   200709,   1.22,   59.6,  -1.22,  -1.22,   -.61,   -.36,     19,    181,    .06,    .72,    .49,    .05,    .09,    .56,   -.15,   44.4,   74.8,
       05,      04,   200710,    1.2,   48.6,   -1.1,   -1.1,   -.01,   -.26,      0,    508,    .27,      0,    .61,   -.08,    .03,    .33,   -.48,   33.2,     64,
       05,      04,   200711,    .31,   37.4,   -1.7,   -1.7,  -2.13,  -1.22,      0,    828,  -1.22,   -.45,   -.44,   -.33,   -.16,    .23,   -.61,   22.6,   52.3,
       05,      04,   200712,   1.52,   21.7,   -.96,   -.96,   1.69,    .14,      0,   1342,   1.61,    .47,    .38,    .49,    .13,    .17,   -.37,   10.2,   33.3,
       05,      04,   200801,    .69,   21.2,   -.97,   -.97,   -.31,      0,      0,   1358,    .09,   1.36,     .4,    .67,      0,    .09,   -.32,      9,   33.4,
       05,      04,   200802,    .91,   28.3,   -.78,   -.78,    .25,    .23,      0,   1028,     .5,    .32,    1.4,    .28,    .06,    .14,   -.22,   15.8,   40.8,
       05,      04,   200803,    .94,   34.1,  -1.04,  -1.04,  -1.01,   -.35,      0,    958,   -.41,   -.19,    -.2,    .11,    .36,    .07,   -.32,   20.1,   48.1,
       05,      04,   200804,   1.24,   40.4,  -1.31,  -1.31,  -1.14,   -.78,      0,    738,   -.75,   -.98,   -.79,   -.48,      0,   -.35,   -.18,   25.3,   55.5,
       05,      04,   200805,   1.94,   50.8,   -1.6,   -1.6,  -1.25,   -1.4,      0,    440,   -.36,   -.87,  -1.02,   -.39,   -.66,   -.55,    .07,   36.3,   65.3,
       05,      04,   200806,   1.34,     61,  -1.97,  -1.97,  -1.62,  -1.97,     32,    152,   -.51,   -.66,  -1.05,  -1.04,   -.76,   -.42,    .29,   45.1,     77,
       05,      04,   200807,   1.36,     70,  -2.75,  -2.75,  -2.93,  -2.75,    162,      7,  -1.24,  -1.22,  -1.23,  -1.43,  -1.19,   -.74,   -.13,   53.4,   86.5,
       05,      04,   200808,    3.9,   65.4,  -1.09,  -1.09,   4.14,    .71,     61,     49,   2.24,   1.04,     .4,   -.46,   -.05,   -.28,    .38,   51.3,   79.4,
       05,      04,   200809,    1.4,   56.5,   -.92,   -.92,    .15,    .85,      7,    262,    .27,   1.66,    .85,   -.26,   -.32,   -.21,    .24,   41.4,   71.5,
       05,      04,   200810,    .89,   46.9,   -.99,   -.99,   -.49,    .52,      0,    561,   -.17,   -.11,   1.27,   -.05,   -.38,   -.26,   -.05,     32,   61.7,
       05,      04,   200811,    .62,   38.7,  -1.42,  -1.42,   -1.6,    -.5,      0,    789,   -.27,   -.45,   -.27,    .05,   -.52,   -.18,   -.02,   25.1,   52.2,
       05,      04,   200812,    .96,     24,  -1.22,  -1.22,    .15,   -.26,      0,   1271,    .59,    .08,    -.2,    .48,   -.35,    -.4,   -.18,   11.4,   36.6,
       05,      04,   200901,    .82,   29.1,  -1.16,  -1.16,   -.18,   -.26,      0,   1113,    .47,    .67,    .24,   1.19,   -.02,   -.34,   -.21,   16.3,   41.9,
       05,      04,   200902,    .43,   32.6,   -1.5,   -1.5,  -1.38,   -.91,      0,    907,  -1.01,   -.41,   -.01,   -.25,    .02,   -.53,   -.28,   18.7,   46.5,
       05,      04,   200903,    .98,   36.6,  -2.05,  -2.05,  -2.12,  -2.05,      0,    880,   -.32,   -.96,   -.64,    -.6,    .18,    -.5,   -.38,   21.7,   51.6,
       05,      04,   200904,   3.33,   41.3,    .71,  -1.13,   2.13,   -.09,      0,    711,    1.2,    .87,     .6,    .54,    1.3,    .22,    -.1,   28.2,   54.4,
       05,      04,   200905,   2.22,   53.7,    .31,  -1.34,   -.98,   -.72,      0,    354,   -.07,    .72,    .49,    .45,    .17,     .3,   -.13,   40.6,   66.9,
       05,      04,   200906,   3.59,   59.4,   1.45,   1.45,   3.52,   1.45,     20,    188,   1.69,      1,   1.39,   1.07,    .84,   1.17,    .58,   46.1,   72.7,
       05,      04,   200907,   2.96,   65.8,   2.26,   2.26,   2.88,   2.26,     68,     43,    .98,    1.9,   1.21,   1.26,   1.22,   1.77,    .78,   51.2,   80.4,
       05,      04,   200908,   1.24,   64.3,   2.06,   2.06,    .11,   2.05,     44,     66,   -.81,    .06,   1.17,   1.07,   1.03,    .82,    .41,   48.6,     80,
       05,      04,   200909,   1.51,   57.3,   2.14,   2.14,    .87,   2.14,      9,    240,     .4,    -.3,     .2,   1.25,    .98,    .81,    .45,   42.7,     72,
       05,      04,   200910,    2.2,     39,   3.19,   3.19,   3.82,   3.19,      0,    806,   1.29,   1.08,    .46,   1.16,   1.22,   1.19,    .73,   26.8,   51.1,
       05,      04,   200911,    .65,   37.5,   2.72,   2.72,   -.43,   2.48,      0,    825,    -.2,   1.01,     .9,   1.36,   1.25,   1.22,     .8,   23.7,   51.3,
       05,      04,   200912,    .93,     20,    2.8,    2.8,   1.09,    2.8,      0,   1395,    .53,    .08,   1.04,    .68,   1.45,   1.21,    .61,    8.1,     32,
       05,      04,   201001,    .32,   26.6,   2.38,   2.38,   -.41,   2.15,      0,   1190,  -1.15,   -.33,   -.47,    .16,    .92,   1.05,    .52,   13.8,   39.4,
       05,      04,   201002,     .8,   24.3,   2.42,   2.42,    .84,   2.42,      0,   1140,    .21,   -.69,   -.27,    .66,    1.2,   1.16,    .46,   12.4,   36.2,
       05,      04,   201003,   1.43,   35.5,   2.43,   2.43,    .79,   2.43,      0,    914,    .44,    .37,   -.19,    .68,    .54,   1.31,     .6,   22.3,   48.7,
       05,      04,   201004,   2.94,   43.2,   2.94,   2.94,   2.27,   2.94,      0,    654,    .95,    .91,    .89,     .5,    .63,    1.2,   1.16,   29.6,   56.8,
       05,      04,   201005,      2,   49.2,   2.65,   2.65,    .04,    2.6,      0,    490,    -.3,    .37,     .4,    .28,    .69,   1.19,   1.09,   35.6,   62.9,
       05,      04,   201006,   2.49,   63.1,   2.95,   2.95,   1.73,   2.95,     55,    112,    .76,    .24,    .62,    .44,     .8,     .8,    1.4,   48.3,   77.9,
       05,      04,   201007,   2.44,   68.5,   3.24,   3.24,   1.78,   3.24,    123,     14,    .27,     .7,    .31,    .66,    .47,    .63,   1.69,   53.2,   83.7,
       05,      04,   201008,   1.78,   67.4,   3.14,   3.14,    .69,   3.14,     97,     23,      0,    .08,    .47,    .54,    .48,    .84,   1.17,   52.1,   82.6,
       05,      04,   201009,    .22,   60.7,   1.95,   1.95,  -2.59,    .84,     26,    155,  -1.77,  -1.06,    -.7,    .03,   -.05,    .33,     .9,   42.9,   78.6,
       05,      04,   201010,   1.31,   49.1,   1.84,   1.84,    .26,    .82,      0,    493,    .41,   -.85,   -.73,    -.3,    .17,    .04,    .99,   34.3,   63.9,
       05,      04,   201011,    .87,   33.7,   1.68,   1.68,     .1,    .68,      0,    939,    .29,    .36,   -.75,   -.14,    .14,    .09,   1.02,   20.5,   46.9,
       05,      04,   201012,    .82,   30.7,   1.55,   1.55,    .13,    .59,      0,   1063,    .28,    .26,    .35,   -.44,    .11,    .04,    .93,   17.7,   43.8,
       05,      04,   201101,    .75,   24.8,   1.39,   1.39,   -.01,    .42,      0,   1246,    .27,     .3,    .29,   -.54,   -.23,     .2,    .91,   12.4,   37.3,
       05,      04,   201102,   1.04,   23.7,   1.51,   1.51,    .79,     .8,      0,   1156,    .82,     .7,    .63,   -.34,    .02,    .25,   1.05,    9.9,   37.4,
       05,      04,   201103,    .87,   37.8,    .79,    .79,   -1.7,   -.46,      0,    843,   -.56,    -.1,   -.04,    .18,   -.46,    .09,   1.07,   23.9,   51.7,
       05,      04,   201104,   2.16,   42.4,    .76,    .76,    .16,   -.38,      0,    678,    .35,   -.09,    .09,    .14,   -.48,   -.21,    .81,   28.7,   56.2,
       05,      04,   201105,    3.9,   48.1,   1.71,   1.71,   3.09,    1.3,      0,    524,   1.23,      1,     .7,    .86,    .31,    .45,   1.19,   35.4,   60.7,
       05,      04,   201106,   1.44,   62.1,   1.47,   1.47,    -.2,    .94,     43,    130,   -.38,    .75,    .65,    .52,    .56,     .1,    .68,   46.2,   78.1,
       05,      04,   201107,   3.62,   70.1,   2.54,   2.54,   3.67,   2.54,    165,      7,   1.87,     .8,   1.29,   1.06,   1.05,    .57,    .84,   55.1,   85.1,
       05,      04,   201108,   1.38,   69.6,   2.22,   2.22,   -.17,   2.08,    151,      8,   -.58,     .8,    .29,    .66,    .82,    .42,     .9,   53.7,   85.5,
       05,      04,   201109,    1.3,     58,   2.03,   2.03,    .11,   1.87,     11,    221,    .16,   -.37,    .61,    .83,    .74,    .78,    .87,     43,     73,
       05,      04,   201110,   1.68,   46.9,   2.32,   2.32,    1.5,   2.32,      0,    561,    .82,    .49,    .05,      1,    .87,    .88,    .69,   32.3,   61.4,
       05,      04,   201111,    .86,   34.8,   2.09,   2.09,    .03,   2.04,      0,    906,    .27,    .72,    .51,    .42,    .74,    .87,    .72,   20.6,   48.9,
       05,      04,   201112,     .8,   24.7,   1.95,   1.95,    .22,   1.93,      0,   1249,    .23,    .21,    .66,    .76,    .93,    .86,    .66,   11.6,   37.8,
       05,      04,   201201,    .44,   30.3,    1.5,    1.5,   -.73,   1.07,      0,   1076,   -.71,   -.35,   -.18,   -.09,    .84,    .76,    .69,   16.3,   44.3,
       05,      04,   201202,   1.33,   25.7,   1.88,   1.88,   1.59,   1.88,      0,   1100,   1.46,    .66,    .56,    .66,    .54,    .83,     .8,   14.1,   37.2,
       05,      04,   201203,    .17,   42.9,  -1.41,  -1.41,  -4.22,  -1.41,      0,    685,  -3.09,   -.79,  -1.08,   -.12,     .3,    .62,    .48,   26.9,   58.8,
       05,      04,   201204,   1.54,   48.5,   -2.2,   -2.2,  -2.82,   -2.2,      0,    495,    -.3,  -1.68,   -.84,   -.82,   -.64,     .4,    .15,   33.5,   63.4,
       05,      04,   201205,   1.33,   54.7,  -3.27,  -3.27,  -3.89,  -3.27,      5,    325,  -1.14,  -1.14,  -1.87,  -1.47,   -.92,   -.57,   -.03,   39.1,   70.2,
       05,      04,   201206,    .69,   67.9,  -4.66,  -4.66,  -5.19,  -4.66,    130,     43,  -1.51,  -2.09,  -1.79,  -1.93,  -1.35,   -.83,    -.5,   50.6,   85.1,
       05,      04,   201207,   2.95,   71.2,   -4.6,   -4.6,  -1.25,   -4.6,    196,      0,    .97,   -.36,   -.96,  -1.28,  -1.26,  -1.13,   -.37,   55.7,   86.8,
       05,      04,   201208,    .57,     68,  -5.67,  -5.67,  -4.64,  -5.67,    111,     18,  -2.18,   -.56,  -1.18,  -1.95,  -1.82,  -1.46,   -.72,   51.8,   84.2,
       05,      04,   201209,   1.44,   59.7,   -5.3,   -5.3,   -.64,   -5.3,     19,    178,    .32,  -1.05,   -.32,  -1.46,  -1.68,  -1.32,   -.45,   44.1,   75.4,
       05,      04,   201210,    .96,     45,  -4.84,  -4.84,   -.26,  -4.84,      0,    620,   -.06,   -.01,     -1,  -1.32,   -1.6,  -1.57,   -.53,   30.9,   59.1,
       05,      04,   201211,    .28,     39,  -5.25,  -5.25,  -2.72,  -5.25,      0,    780,  -1.34,   -.85,   -.48,  -1.14,  -1.89,  -1.77,   -.67,   24.4,   53.6,
       05,      04,   201212,     .8,   26.6,  -4.89,  -4.89,   -.55,  -4.89,      0,   1190,    .23,   -.81,    -.7,   -.67,  -1.53,  -1.76,   -.61,   13.7,   39.4,
       05,      04,   201301,    .39,   24.9,  -4.98,  -4.98,  -1.78,  -4.98,      0,   1243,   -.89,   -.45,  -1.16,  -1.42,  -1.51,  -1.79,    -.7,   10.7,   39.2,
       05,      04,   201302,    .97,   25.7,  -4.62,  -4.62,   -.46,  -4.62,      0,   1100,    .65,   -.18,   -.09,   -.47,  -1.11,  -1.82,   -.71,   12.7,   38.7,
       05,      04,   201303,   1.26,   33.4,  -4.55,  -4.55,  -1.21,  -4.55,      0,    980,    .18,    .37,   -.09,   -.64,    -.7,  -1.52,   -.65,   19.9,   46.9,
       05,      04,   201304,   2.23,   37.5,  -3.81,  -3.81,    .82,  -3.44,      0,    825,    .41,    .29,    .39,   -.25,   -.94,  -1.26,   -.66,   24.2,   50.9,
       05,      04,   201305,   2.24,   52.1,  -3.71,  -3.71,   -.89,  -3.62,      0,    400,   -.05,    .08,    .03,   -.01,   -.36,   -.97,  -1.08,   38.1,   66.2,
       05,      04,   201306,    .77,   64.7,  -4.37,  -4.37,  -3.13,  -4.37,     77,     86,  -1.37,   -.91,   -.58,   -.61,   -.85,   -.94,  -1.33,     48,   81.4,
       05,      04,   201307,   2.25,   67.9,  -4.28,  -4.28,  -1.06,  -4.28,    108,     18,    .01,   -.92,   -.74,   -.43,   -.75,  -1.25,  -1.72,   53.6,   82.1,
       05,      04,   201308,   2.17,   67.6,   -.04,  -3.88,   -.12,  -3.87,    102,     21,     .5,    .27,   -.53,   -.38,   -.37,    -.6,  -1.56,   52.6,   82.5,
       05,      04,   201309,   5.13,   60.9,    2.7,   -.77,   8.11,   2.44,     28,    151,      3,   2.84,   2.72,   1.23,    1.1,    .78,   -.45,   47.8,   73.9,
       05,      04,   201310,   1.32,   43.4,   3.14,   3.14,   2.15,   3.14,      0,    670,    .42,   2.94,   2.68,   1.23,   1.18,    .87,   -.54,   30.4,   56.3,
       05,      04,   201311,    .55,   35.7,   2.66,   2.66,   -.47,   2.41,      0,    879,   -.45,    .01,   2.61,   1.38,    .99,    .95,    -.6,   22.2,   49.1,
       05,      04,   201312,    .63,   24.6,   2.44,   2.44,    .15,   2.19,      0,   1252,    -.2,   -.62,   -.16,   2.14,    .98,     .9,   -.58,   11.3,   37.8,
       05,      04,   201401,    1.4,   26.7,   2.98,   2.98,   2.38,   2.98,      0,   1187,   1.88,   1.08,    .47,   2.63,   1.25,   1.23,   -.33,   13.5,   39.8,
       05,      04,   201402,   1.02,   24.4,   3.25,   3.25,   1.74,   3.25,      0,   1137,    .78,   1.87,    1.3,   2.79,   1.75,   1.24,   -.42,   12.3,   36.4,
       05,      04,   201403,   1.19,   35.6,   3.17,   3.17,    .76,   3.17,      0,    911,    .06,    .34,   1.13,    .52,   2.54,   1.22,   -.19,   21.5,   49.6,
       05,      04,   201404,   1.43,   43.3,   2.72,   2.72,   -.38,    2.5,      0,    651,   -.45,   -.48,   -.27,   -.06,   2.08,    .97,    -.2,   29.4,   57.2,
       05,      04,   201405,   3.44,   51.9,   3.15,   3.15,   2.13,   3.15,      0,    406,    .92,    .33,    .23,    .64,   2.13,   1.48,    .37,   38.6,   65.3,
       05,      04,   201406,   1.98,   61.5,   3.14,   3.14,    .94,   3.14,     37,    142,    .25,    .79,    .33,    .66,    .48,    1.9,    .75,   46.1,   76.8,
       05,      04,   201407,   3.46,   67.8,   4.16,   4.16,   4.04,   4.16,    106,     19,   1.66,   1.09,   1.26,    .84,    .91,   2.34,    .88,   53.7,   81.9,
       05,      04,   201408,   2.49,   64.6,   4.86,   4.86,   3.38,   4.86,     49,     61,    .87,   1.68,   1.26,    .93,   1.23,   2.46,   1.38,   50.5,   78.7,
       05,      04,   201409,   2.14,   59.3,   5.25,   5.25,   2.67,   5.25,     17,    188,   1.01,   1.21,   1.79,   1.29,   1.52,   1.35,   1.77,   44.5,     74,
       05,      04,   201410,    .93,   49.5,   4.67,   4.67,   -.11,   4.57,      0,    480,   -.11,    .57,    .86,   1.45,   1.09,   1.13,   1.69,   34.6,   64.4,
       05,      04,   201411,    .95,   32.1,   4.52,   4.52,    .99,   4.52,      0,    987,    .44,    .02,    .65,   1.26,   1.02,   1.27,   1.78,   18.7,   45.6,
       05,      04,   201412,   1.06,   27.2,   4.52,   4.52,    1.4,   4.52,      0,   1172,    .79,    .73,    .29,   1.55,   1.19,   1.42,   1.75,   14.8,   39.5,
       05,      04,   201501,    .42,   29.1,   4.01,   4.01,   -.13,   3.91,      0,   1113,   -.78,    .13,    .28,    .84,   1.41,    1.1,   1.75,   16.8,   41.3,
