"STATION","STATION_NAME","ELEVATION","LATITUDE","LONGITUDE","DATE","HPCP","Measurement.Flag","Quality.Flag","DateTime"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610226 18:00",0.01," "," ","1961-02-26 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610226 19:00",0.01," "," ","1961-02-26 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610226 21:00",0.02," "," ","1961-02-26 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610226 22:00",0.02," "," ","1961-02-26 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610301 01:00",0,"g"," ","1961-03-01 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610302 21:00",NA,"a"," ","1961-03-02 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610304 04:00",1.15,"A"," ","1961-03-04 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610304 16:00",0.01," "," ","1961-03-04 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610304 17:00",0.02," "," ","1961-03-04 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610304 18:00",0.03," "," ","1961-03-04 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 03:00",0.02," "," ","1961-03-05 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 04:00",0.02," "," ","1961-03-05 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 06:00",0.01," "," ","1961-03-05 06:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 07:00",0.01," "," ","1961-03-05 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 08:00",0.01," "," ","1961-03-05 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 09:00",0.01," "," ","1961-03-05 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 10:00",0.01," "," ","1961-03-05 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 11:00",0.02," "," ","1961-03-05 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 12:00",0.01," "," ","1961-03-05 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610305 13:00",0.01," "," ","1961-03-05 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 07:00",0.02," "," ","1961-03-17 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 08:00",0.04," "," ","1961-03-17 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 09:00",0.02," "," ","1961-03-17 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 11:00",0.01," "," ","1961-03-17 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 12:00",0.01," "," ","1961-03-17 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 13:00",0.03," "," ","1961-03-17 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 20:00",0.01," "," ","1961-03-17 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 21:00",0.04," "," ","1961-03-17 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 22:00",0.05," "," ","1961-03-17 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610317 23:00",0.1," "," ","1961-03-17 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 00:00",0.06," "," ","1961-03-18 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 01:00",0.05," "," ","1961-03-18 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 02:00",0.04," "," ","1961-03-18 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 03:00",0.06," "," ","1961-03-18 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 04:00",0.08," "," ","1961-03-18 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 05:00",0.09," "," ","1961-03-18 05:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 06:00",0.07," "," ","1961-03-18 06:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 07:00",0.07," "," ","1961-03-18 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 08:00",0.09," "," ","1961-03-18 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 09:00",0.06," "," ","1961-03-18 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 10:00",0.11," "," ","1961-03-18 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 12:00",0.01," "," ","1961-03-18 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 14:00",0.01," "," ","1961-03-18 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 22:00",0.03," "," ","1961-03-18 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610318 23:00",0.02," "," ","1961-03-18 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610319 00:00",0.02," "," ","1961-03-19 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610319 01:00",0.05," "," ","1961-03-19 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610319 02:00",0.03," "," ","1961-03-19 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610319 03:00",0.03," "," ","1961-03-19 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610327 19:00",0.01," "," ","1961-03-27 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610327 20:00",0.06," "," ","1961-03-27 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610327 21:00",0.09," "," ","1961-03-27 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610327 23:00",0.01," "," ","1961-03-27 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 00:00",0.03," "," ","1961-03-28 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 01:00",0.04," "," ","1961-03-28 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 02:00",0.06," "," ","1961-03-28 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 03:00",0.04," "," ","1961-03-28 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 04:00",0.03," "," ","1961-03-28 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 05:00",0.06," "," ","1961-03-28 05:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 06:00",0.07," "," ","1961-03-28 06:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 07:00",0.04," "," ","1961-03-28 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 08:00",0.03," "," ","1961-03-28 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 09:00",0.03," "," ","1961-03-28 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 10:00",0.03," "," ","1961-03-28 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 11:00",0.02," "," ","1961-03-28 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 13:00",0.02," "," ","1961-03-28 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 14:00",0.05," "," ","1961-03-28 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 15:00",0.03," "," ","1961-03-28 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 16:00",0.04," "," ","1961-03-28 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 17:00",0.01," "," ","1961-03-28 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610328 18:00",0.03," "," ","1961-03-28 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610401 01:00",0,"g"," ","1961-04-01 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610404 17:00",0.06," "," ","1961-04-04 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610404 18:00",0.05," "," ","1961-04-04 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610404 19:00",0.04," "," ","1961-04-04 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610404 20:00",0.04," "," ","1961-04-04 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610404 21:00",0.04," "," ","1961-04-04 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610404 22:00",0.05," "," ","1961-04-04 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610405 01:00",0.01," "," ","1961-04-05 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610405 02:00",0.04," "," ","1961-04-05 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 07:00",0.03," "," ","1961-04-06 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 08:00",0.02," "," ","1961-04-06 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 09:00",0.01," "," ","1961-04-06 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 10:00",0.01," "," ","1961-04-06 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 11:00",0.02," "," ","1961-04-06 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 12:00",0.01," "," ","1961-04-06 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 14:00",0.01," "," ","1961-04-06 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610406 15:00",0.01," "," ","1961-04-06 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610407 19:00",0.02," "," ","1961-04-07 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610407 21:00",0.03," "," ","1961-04-07 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610407 22:00",0.03," "," ","1961-04-07 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610407 23:00",0.06," "," ","1961-04-07 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610408 00:00",0.01," "," ","1961-04-08 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 14:00",0.02," "," ","1961-04-10 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 15:00",0.03," "," ","1961-04-10 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 17:00",0.05," "," ","1961-04-10 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 18:00",0.06," "," ","1961-04-10 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 19:00",0.04," "," ","1961-04-10 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 20:00",0.01," "," ","1961-04-10 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610410 21:00",0.02," "," ","1961-04-10 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610424 14:00",NA,"a"," ","1961-04-24 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610425 04:00",0.56,"A"," ","1961-04-25 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610501 01:00",0,"g"," ","1961-05-01 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 09:00",0.01," "," ","1961-05-03 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 10:00",0.01," "," ","1961-05-03 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 13:00",0.01," "," ","1961-05-03 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 14:00",0.04," "," ","1961-05-03 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 15:00",0.01," "," ","1961-05-03 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 17:00",0.02," "," ","1961-05-03 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 18:00",0.02," "," ","1961-05-03 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 19:00",0.03," "," ","1961-05-03 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 20:00",0.02," "," ","1961-05-03 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 21:00",0.02," "," ","1961-05-03 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610503 22:00",0.02," "," ","1961-05-03 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 01:00",0.02," "," ","1961-05-04 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 02:00",0.01," "," ","1961-05-04 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 03:00",0.01," "," ","1961-05-04 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 09:00",0.01," "," ","1961-05-04 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 10:00",0.01," "," ","1961-05-04 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 12:00",0.01," "," ","1961-05-04 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 13:00",0.01," "," ","1961-05-04 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 14:00",0.02," "," ","1961-05-04 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 15:00",0.02," "," ","1961-05-04 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 17:00",0.01," "," ","1961-05-04 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610504 18:00",0.01," "," ","1961-05-04 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610505 08:00",0.01," "," ","1961-05-05 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610505 09:00",0.01," "," ","1961-05-05 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610505 10:00",0.2," "," ","1961-05-05 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610505 11:00",0.13," "," ","1961-05-05 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610505 12:00",0.02," "," ","1961-05-05 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610507 13:00",0.05," "," ","1961-05-07 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610512 23:00",0.07," "," ","1961-05-12 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 01:00",0.05," "," ","1961-05-13 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 02:00",0.15," "," ","1961-05-13 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 03:00",0.07," "," ","1961-05-13 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 04:00",0.11," "," ","1961-05-13 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 05:00",0.12," "," ","1961-05-13 05:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 06:00",0.13," "," ","1961-05-13 06:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 07:00",0.12," "," ","1961-05-13 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 08:00",0.11," "," ","1961-05-13 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 09:00",0.1," "," ","1961-05-13 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 10:00",0.09," "," ","1961-05-13 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 11:00",0.05," "," ","1961-05-13 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 12:00",0.06," "," ","1961-05-13 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 13:00",0.03," "," ","1961-05-13 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 14:00",0.01," "," ","1961-05-13 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 15:00",0.04," "," ","1961-05-13 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 16:00",0.04," "," ","1961-05-13 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 17:00",0.05," "," ","1961-05-13 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 18:00",0.03," "," ","1961-05-13 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 19:00",0.03," "," ","1961-05-13 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 20:00",0.04," "," ","1961-05-13 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 21:00",0.02," "," ","1961-05-13 21:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 22:00",0.02," "," ","1961-05-13 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610513 23:00",0.01," "," ","1961-05-13 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610520 01:00",0.08," "," ","1961-05-20 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610520 02:00",0.06," "," ","1961-05-20 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610520 03:00",0.01," "," ","1961-05-20 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610520 18:00",0.05," "," ","1961-05-20 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610520 22:00",0.02," "," ","1961-05-20 22:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610520 23:00",0.03," "," ","1961-05-20 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610521 00:00",0.02," "," ","1961-05-21 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610525 09:00",0.02," "," ","1961-05-25 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610525 10:00",0.01," "," ","1961-05-25 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610525 11:00",0.05," "," ","1961-05-25 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610525 12:00",0.03," "," ","1961-05-25 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610525 13:00",0.01," "," ","1961-05-25 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610525 14:00",0.01," "," ","1961-05-25 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610529 16:00",0.17," "," ","1961-05-29 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610529 17:00",0.35," "," ","1961-05-29 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610529 18:00",0.01," "," ","1961-05-29 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610531 10:00",0.01," "," ","1961-05-31 10:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610531 11:00",0.01," "," ","1961-05-31 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610531 12:00",0.03," "," ","1961-05-31 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610531 13:00",0.07," "," ","1961-05-31 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610601 01:00",0,"g"," ","1961-06-01 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610601 23:00",0.03," "," ","1961-06-01 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 00:00",0.01," "," ","1961-06-02 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 01:00",0.01," "," ","1961-06-02 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 03:00",0.02," "," ","1961-06-02 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 08:00",0.02," "," ","1961-06-02 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 09:00",0.01," "," ","1961-06-02 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 13:00",0.02," "," ","1961-06-02 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610602 14:00",0.03," "," ","1961-06-02 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610603 14:00",0.03," "," ","1961-06-03 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610603 15:00",0.1," "," ","1961-06-03 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610603 16:00",0.1," "," ","1961-06-03 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610605 20:00",0.02," "," ","1961-06-05 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610606 12:00",0.2," "," ","1961-06-06 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610607 14:00",0.05," "," ","1961-06-07 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610607 15:00",0.01," "," ","1961-06-07 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610607 18:00",0.19," "," ","1961-06-07 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610608 16:00",0.11," "," ","1961-06-08 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610613 13:00",0.05," "," ","1961-06-13 13:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610613 17:00",0.01," "," ","1961-06-13 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610613 18:00",0.04," "," ","1961-06-13 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610614 17:00",0.04," "," ","1961-06-14 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610614 18:00",0.16," "," ","1961-06-14 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610614 23:00",0.14," "," ","1961-06-14 23:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 00:00",0.06," "," ","1961-06-15 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 01:00",0.07," "," ","1961-06-15 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 02:00",0.08," "," ","1961-06-15 02:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 03:00",0.02," "," ","1961-06-15 03:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 04:00",0.08," "," ","1961-06-15 04:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 05:00",0.02," "," ","1961-06-15 05:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 07:00",0.03," "," ","1961-06-15 07:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 08:00",0.03," "," ","1961-06-15 08:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 09:00",0.02," "," ","1961-06-15 09:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610615 12:00",0.01," "," ","1961-06-15 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610619 15:00",0.06," "," ","1961-06-19 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610619 18:00",0.01," "," ","1961-06-19 18:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610620 00:00",0.09," "," ","1961-06-20 00:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610624 12:00",0.13," "," ","1961-06-24 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610701 01:00",0,"g"," ","1961-07-01 01:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610707 19:00",0.21," "," ","1961-07-07 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610708 19:00",0.03," "," ","1961-07-08 19:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610708 20:00",0.17," "," ","1961-07-08 20:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610710 14:00",0.05," "," ","1961-07-10 14:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610711 15:00",0.02," "," ","1961-07-11 15:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610711 16:00",0.03," "," ","1961-07-11 16:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610720 11:00",0.04," "," ","1961-07-20 11:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610720 12:00",0.03," "," ","1961-07-20 12:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610720 17:00",0.02," "," ","1961-07-20 17:00:00"
"COOP:050843","BOULDER 2 CO US","unknown","unknown","unknown","19610720 18:00",0.02," "," ","1961-07-20 18:00:00"
