StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
       05,      00,   199308,   2.84,   63.9,    2.7,    2.7,   2.62,    2.7,     49,     72,   1.31,   -.04,   -.16,    .08,    .77,     .4,    .77,   50.4,   77.4,
       05,      00,   199309,   1.27,   55.3,   2.48,   2.48,    .16,   2.48,      2,    301,   -.14,    .72,   -.15,   -.09,    .68,    .62,    .75,   40.4,   70.2,
       05,      00,   199310,   1.95,   44.8,   2.86,   2.86,   1.93,   2.86,      0,    629,    .87,    .47,    .96,    .22,    .65,    .98,    .97,   31.3,   58.2,
       05,      00,   199311,   1.41,   29.2,    3.1,    3.1,   1.59,    3.1,      0,   1072,    .74,   1.04,    .72,    .31,    .38,    .93,     .7,   16.6,   41.8,
       05,      00,   199312,     .6,   26.8,   -.19,   2.59,   -.56,    2.3,      0,   1147,  -1.08,   -.17,    .42,    .11,    .09,    .74,    .66,   14.2,   39.3,
       05,      00,   199401,    .72,   26.8,   -.29,    2.2,   -.37,   1.71,      0,   1152,    -.6,  -1.26,   -.47,    .52,   -.07,    .41,    .69,   13.8,   39.8,
       05,      00,   199402,   1.12,   26.2,    -.1,   2.14,    .48,   1.78,      0,   1080,    .16,   -.38,   -.95,   -.02,   -.17,    .02,    .76,   13.1,   39.3,
       05,      00,   199403,   1.03,   38.3,   -.58,   1.43,  -1.47,    .44,      0,    823,   -.69,   -.51,    -.8,   -.24,   -.33,   -.22,    .43,   23.8,   52.8,
       05,      00,   199404,   2.42,   43.4,   -.09,   1.71,   1.31,   1.21,      0,    644,    .83,    .27,    .26,   -.16,    .47,    .02,    .99,   30.1,   56.8,
       05,      00,   199405,   1.67,   55.3,   -.48,   1.13,  -1.21,    .15,      9,    282,    -.3,    .34,   -.02,   -.53,   -.07,   -.19,    .79,   41.1,   69.5,
       05,      00,   199406,   1.17,   66.2,   -.78,    .67,  -1.06,   -.67,    111,     62,   -.39,   -.49,    .05,    -.4,   -.14,   -.26,     .5,   50.1,   82.2,
       05,      00,   199407,   1.15,   67.5,  -1.65,  -1.65,  -2.83,  -1.65,    105,     23,   -1.6,  -1.46,  -1.37,   -.79,   -.89,   -.28,    .07,   51.5,   83.5,
       05,      00,   199408,   2.28,   67.8,  -1.55,  -1.55,   -.23,  -1.55,    119,     20,    .46,   -.72,   -.83,    -.6,   -.93,   -.48,   -.07,   53.2,   82.4,
       05,      00,   199409,   1.26,   59.1,  -1.68,  -1.68,   -.86,  -1.68,     21,    178,   -.15,    .16,   -.69,   -.45,   -.76,   -.46,    .06,     44,   74.2,
       05,      00,   199410,   1.98,     46,    .54,   -.97,   1.61,   -.09,      0,    574,     .9,    .49,     .6,   -.43,   -.28,    -.4,    .34,   33.1,     59,
       05,      00,   199411,   1.64,   32.1,   1.08,   1.08,    1.8,   1.08,      0,    959,   1.14,   1.28,     .9,    .02,   -.05,   -.35,    .34,   20.3,   43.9,
       05,      00,   199412,    .69,   29.5,    .73,    .73,   -.73,    .13,      0,   1061,   -.81,    .28,    .76,   -.05,   -.05,   -.35,    .28,   17.1,   41.9,
       05,      00,   199501,   1.08,   27.1,    .69,    .69,    .12,    .11,      0,   1160,    .22,   -.43,    .33,    .61,   -.35,   -.21,    .16,   15.3,   38.8,
       05,      00,   199502,   1.13,   34.4,    .56,    .56,    -.2,   -.21,      0,    869,    .18,    .17,   -.36,     .5,   -.22,   -.22,    -.1,   20.9,   47.9,
       05,      00,   199503,   2.13,   36.2,    .84,    .84,   1.02,    .58,      0,    892,    1.1,    .97,    .83,   1.14,     .3,    .23,   -.02,   23.3,     49,
       05,      00,   199504,   2.64,   39.9,    1.7,    1.7,   2.85,    1.7,      0,    757,   1.02,   1.31,   1.27,   1.13,   1.24,     .3,    .25,   27.1,   52.6,
       05,      00,   199505,   4.58,   47.3,   3.83,   3.83,   6.92,   3.83,      0,    554,   2.55,   2.19,   2.33,   1.98,   2.19,   1.46,    .94,   36.1,   58.4,
       05,      00,   199506,   2.92,   58.5,   4.81,   4.81,   4.12,   4.81,     21,    201,   1.77,   2.63,   2.59,   2.64,   2.66,   2.21,   1.39,   44.6,   72.4,
       05,      00,   199507,   1.83,   65.5,   5.02,   5.02,   2.13,   5.02,     81,     42,   -.45,   1.18,   2.28,   2.64,   2.31,   2.52,   1.63,   50.5,   80.5,
       05,      00,   199508,   1.45,   68.8,    4.5,    4.5,   -.02,   4.44,    153,     13,   -.87,   -.88,    .48,    2.3,   1.93,   2.09,   1.16,   53.6,     84,
       05,      00,   199509,   1.91,   57.5,   4.57,   4.57,   1.61,   4.57,     10,    235,    .73,   -.03,   -.26,   2.13,   2.22,   2.23,   1.42,   43.4,   71.5,
       05,      00,   199510,    .59,   45.8,   3.68,   3.68,  -1.25,   3.15,      0,    596,  -1.12,   -.18,    -.6,    1.4,   1.77,   1.62,    .93,   30.3,   61.3,
       05,      00,   199511,    .88,     38,   2.89,   2.89,  -1.24,   1.85,      0,    804,   -.28,  -1.07,   -.31,    .08,   1.66,   1.45,    .77,   24.1,   51.9,
       05,      00,   199512,    .65,   29.4,   2.14,   2.14,  -1.36,    .58,      0,   1095,   -.93,   -.88,  -1.34,  -1.01,   1.31,   1.47,    .79,   16.7,   42.2,
       05,      00,   199601,   1.68,   24.4,   2.25,   2.25,    .98,   1.05,      0,   1258,   1.24,    .38,     .1,   -.55,   1.32,   1.74,   1.07,   10.9,   37.9,
       05,      00,   199602,   1.27,   30.8,   2.15,   2.15,    .39,   1.07,      0,    956,    .49,   1.15,    .47,   -.09,    .17,   1.79,   1.11,   16.7,     45,
       05,      00,   199603,    1.2,   33.8,   1.78,   1.78,   -.42,    .58,      0,    980,   -.36,   -.04,    .65,   -.65,   -.68,   1.42,   1.25,   19.6,     48,
       05,      00,   199604,   1.26,   43.7,   1.22,   1.22,  -1.13,    -.3,      0,    630,   -.57,   -.75,   -.52,   -.41,   -.78,    .86,    .93,   29.1,   58.2,
       05,      00,   199605,   2.01,   55.5,    .86,    .86,   -.71,    -.8,      6,    320,    .13,   -.33,   -.49,    -.2,   -.44,   -.17,    .96,     41,     70,
       05,      00,   199606,   1.68,   63.4,    .82,    .82,    .14,   -.69,     63,    106,    .39,     .3,   -.16,    .14,   -.54,   -.64,   1.11,   48.3,   78.5,
       05,      00,   199607,   2.34,   68.1,    .89,    .89,    .47,   -.41,    118,     17,    .39,    .47,    .43,    -.1,   -.06,   -.45,   1.49,   53.6,   82.6,
       05,      00,   199608,    1.9,   66.1,    .73,    .73,    -.2,   -.53,     78,     40,   -.14,    .16,    .25,   -.26,   -.04,   -.24,   1.32,   51.3,   80.8,
       05,      00,   199609,   2.25,   55.7,   1.43,   1.43,   2.31,    .58,      7,    272,   1.13,    .76,    .78,    .33,    .53,   -.09,   1.73,   42.3,   69.1,
       05,      00,   199610,   1.63,     46,    1.6,    1.6,    .97,    .82,      0,    568,    .51,   1.01,    .77,    .71,    .34,    .34,   1.54,   31.5,   60.4,
       05,      00,   199611,   1.42,   34.6,   1.72,   1.72,    .86,   1.05,      0,    907,    .76,    .74,   1.18,    .91,    .39,    .52,   1.47,   22.3,   46.9,
       05,      00,   199612,   1.21,   27.2,   1.73,   1.73,    .55,   1.13,      0,   1134,    .38,    .69,    .71,    .95,    .57,    .72,   1.52,   14.9,   39.5,
       05,      00,   199701,   1.74,   24.7,   2.24,   2.24,   2.07,   2.24,      0,   1247,   1.33,   1.13,   1.29,   1.39,   1.17,    .76,    1.7,   12.8,   36.6,
       05,      00,   199702,   1.06,   27.2,   2.36,   2.36,   1.05,   2.36,      0,   1046,    .02,    .96,    .93,   1.62,   1.25,    .65,   1.72,   14.9,   39.5,
       05,      00,   199703,    .51,   38.3,   1.47,   1.47,  -1.94,    .56,      0,    820,  -1.89,  -1.49,   -.26,    .31,    .71,    .39,   1.39,   22.7,     54,
       05,      00,   199704,   2.45,   38.4,   2.18,   2.18,   2.58,   2.18,      0,    807,    .85,    -.2,   -.23,    .56,    .89,    .85,    1.4,   25.5,   51.3,
       05,      00,   199705,   1.91,   52.6,   1.92,   1.92,    -.1,   1.81,      1,    383,    .01,    .53,   -.19,    .29,    .87,    .79,    .48,   38.5,   66.6,
       05,      00,   199706,   2.21,   62.2,   2.39,   2.39,   2.02,   2.39,     54,    118,   1.04,    .64,    .86,    .55,    .76,   1.01,     .3,     48,   76.5,
       05,      00,   199707,   2.14,   67.2,   2.57,   2.57,   1.26,   2.57,    117,     24,    .07,     .8,    .59,    .18,    .71,    .97,    .35,   52.1,   82.3,
       05,      00,   199708,   3.45,     65,   3.83,   3.83,   4.57,   3.83,     64,     55,    2.2,   1.53,   1.72,     .9,   1.18,   1.57,    .94,   51.8,   78.1,
       05,      00,   199709,   2.43,   59.8,   4.38,   4.38,   2.83,   4.38,     26,    168,   1.33,   2.27,   1.89,   1.81,   1.51,   1.59,   1.14,   46.6,     73,
       05,      00,   199710,   2.25,   45.9,    4.8,    4.8,   2.63,    4.8,      0,    578,   1.18,   1.59,   2.18,    1.9,   1.48,   1.68,    1.6,   31.7,   60.1,
       05,      00,   199711,   1.23,   32.2,   4.81,   4.81,   1.49,   4.81,      0,    990,    .41,   1.15,   1.57,   2.11,   1.53,   1.71,   1.72,   20.5,   43.9,
       05,      00,   199712,    .86,   24.6,   4.51,   4.51,    .59,   4.51,      0,   1221,   -.36,   -.06,    .79,   1.88,   1.93,   1.64,   1.64,   13.8,   35.3,
       05,      00,   199801,     .8,   28.2,   4.24,   4.24,    .59,   4.24,      0,   1112,    -.4,   -.62,   -.27,   1.94,   1.72,   1.31,   1.42,   16.3,   40.2,
       05,      00,   199802,   1.08,   29.5,   4.26,   4.26,   1.38,   4.26,      0,    970,    .07,   -.32,   -.56,   1.13,   1.96,    1.3,   1.38,   18.6,   40.4,
       05,      00,   199803,   1.85,   33.7,   4.58,   4.58,   2.26,   4.58,      0,    969,    .71,    .57,    .21,    .69,   1.95,   1.85,   1.75,   20.6,   46.8,
       05,      00,   199804,   1.77,     41,   4.36,   4.36,    .75,   4.36,      0,    705,    .16,    .42,    .37,    .03,   1.72,   1.57,   2.03,   27.6,   54.3,
       05,      00,   199805,   1.06,   54.4,   3.12,   3.12,  -2.37,   2.16,      8,    315,   -1.2,   -.74,   -.33,   -.62,    .47,   1.21,   1.51,   39.4,   69.4,
       05,      00,   199806,   1.21,   59.4,   2.62,   2.62,   -.52,   1.44,     26,    195,   -.33,  -1.16,   -.84,   -.61,   -.13,    .81,   1.36,   44.1,   74.6,
       05,      00,   199807,   3.79,     69,   3.62,   3.62,   3.81,   3.62,    149,     11,   2.66,   1.41,    .45,    .44,    .26,   1.52,   1.86,   55.2,   82.8,
       05,      00,   199808,   1.85,   66.2,   3.32,   3.32,    .22,   3.32,     85,     35,   -.22,   1.57,    .99,    .32,    .09,    .87,   1.73,   51.9,   80.5,
       05,      00,   199809,    .89,   62.5,    2.4,    2.4,  -1.73,   1.65,     52,    112,   -.74,    -.7,    .81,   -.12,   -.06,    .28,   1.44,   47.4,   77.6,
       05,      00,   199810,    2.5,     47,   3.07,   3.07,   2.76,   3.07,      0,    558,   1.41,    .62,     .4,    .46,    .53,     .4,   1.64,   34.1,   59.9,
       05,      00,   199811,   1.34,   37.6,   2.85,   2.85,    .28,   2.85,      0,    799,    .62,   1.48,    .79,   1.09,    .62,    .41,   1.62,   25.8,   49.5,
       05,      00,   199812,    .63,   26.5,   -.28,   2.28,   -.83,   1.87,      0,   1192,   -.99,   -.23,    .91,    1.1,    .28,     .3,   1.35,   13.4,   39.6,
       05,      00,   199901,   1.07,   29.8,   -.21,   2.09,    .12,   1.67,      0,   1074,     .2,   -.55,   -.09,    .19,     .3,    .42,   1.19,   17.9,   41.7,
       05,      00,   199902,    .66,   33.3,   -.57,   1.49,  -1.14,    .56,      0,    860,  -1.04,   -.56,  -1.06,   -.01,    .56,    .22,   1.09,   18.9,   47.7,
       05,      00,   199903,    .72,   39.3,  -1.52,  -1.52,  -3.03,  -1.52,      0,    798,  -1.35,  -1.86,  -1.38,   -.17,    .36,   -.21,   1.24,   24.8,   53.7,
       05,      00,   199904,   4.38,   40.1,   1.93,   1.93,    5.8,   1.93,      0,    748,   2.19,   1.53,   1.17,    .81,    .82,    .81,   1.99,   27.7,   52.6,
       05,      00,   199905,   2.64,   50.4,   2.39,   2.39,   1.98,   2.39,      0,    438,    .84,   2.09,   1.55,    .96,   1.17,   1.44,   1.98,     37,   63.9,
       05,      00,   199906,   1.64,   60.5,   2.51,   2.51,   1.08,   2.51,     34,    160,    .33,    .76,   1.93,   1.16,   1.37,   1.62,   1.77,   45.7,   75.3,
       05,      00,   199907,   2.59,   68.3,   3.13,   3.13,   2.65,   3.13,    146,     14,     .8,    .68,    .98,    1.4,   1.14,   1.16,   2.02,   54.5,   82.1,
       05,      00,   199908,   3.27,   65.5,   4.29,   4.29,   4.45,   4.29,     82,     44,   1.94,   1.79,   1.49,   2.15,   1.57,    1.7,   1.82,   52.4,   78.6,
       05,      00,   199909,   1.39,   55.4,   4.16,   4.16,    .92,   4.16,      3,    298,    .04,   1.23,   1.35,   2.37,    1.7,   1.82,   1.66,   41.3,   69.5,
       05,      00,   199910,    .57,     48,    -.5,   3.23,   -1.5,   2.59,      0,    533,  -1.17,   -.74,    .39,    .85,   1.27,   1.09,   1.05,   31.1,   64.8,
       05,      00,   199911,    .37,   41.2,  -1.48,   1.86,   -3.1,    .01,      0,    696,  -1.47,  -1.85,  -1.43,    .21,   1.13,    .76,    .78,   25.1,   57.3,
       05,      00,   199912,    .73,   27.9,  -1.74,   1.26,  -1.23,   -.97,      0,   1103,    -.7,  -1.56,  -1.76,   -.09,   1.36,    .79,    .76,   15.2,   40.7,
       05,      00,   200001,   1.25,   29.1,  -1.61,   1.08,   -.15,  -1.08,      0,   1096,    .54,   -.11,   -.99,   -.27,    .35,    .88,     .9,   17.2,     41,
       05,      00,   200002,   1.19,   34.3,  -1.69,    .72,   -.75,  -1.54,      0,    840,    .32,    .49,   -.03,  -1.16,    .08,   1.06,    .93,   21.1,   47.5,
       05,      00,   200003,   2.55,   36.6,  -1.12,   1.05,    1.2,   -.71,      0,    864,   1.65,   1.52,   1.43,   -.37,    .62,   1.81,   1.21,   24.2,   49.1,
       05,      00,   200004,   1.32,   46.4,  -1.51,  -1.51,  -1.51,  -1.51,      0,    561,   -.47,    .63,    .66,   -.09,     .1,    .57,   1.13,     31,   61.9,
       05,      00,   200005,    1.2,   56.1,  -2.22,  -2.22,   -2.6,  -2.22,     10,    282,   -.97,  -1.07,   -.05,   -.09,   -.88,   -.01,   1.07,   40.8,   71.5,
       05,      00,   200006,      1,     63,  -2.61,  -2.61,  -1.87,  -2.61,     55,    115,   -.71,  -1.25,  -1.29,   -.18,  -1.02,   -.25,   1.01,   47.3,   78.7,
       05,      00,   200007,   1.63,   69.8,  -3.13,  -3.13,  -2.38,  -3.13,    180,      7,   -.78,  -1.07,  -1.57,   -.59,   -.91,   -.62,    .36,   54.1,   85.4,
       05,      00,   200008,   2.01,     69,  -3.22,  -3.22,  -1.22,  -3.22,    153,     12,    .03,   -.48,    -.8,   -.61,   -.57,  -1.12,    .43,   53.9,   84.2,
       05,      00,   200009,   1.35,   59.5,  -3.15,  -3.15,   -.78,  -3.15,     21,    192,   -.02,   -.03,   -.43,  -1.27,   -.43,  -1.12,    .56,     44,   74.9,
       05,      00,   200010,   1.76,   47.4,  -2.54,  -2.54,    .86,  -2.13,      0,    544,    .66,    .38,    .32,   -.72,   -.31,   -.58,     .3,   34.2,   60.6,
       05,      00,   200011,    .83,   27.2,  -2.42,  -2.42,   -.43,  -2.13,      0,   1137,   -.39,    .27,    .18,   -.46,   -.44,   -.44,    .15,   15.2,   39.3,
       05,      00,   200012,    .82,   25.7,  -2.55,  -2.55,  -1.15,  -2.55,      0,   1224,   -.46,    -.7,   -.11,   -.39,  -1.08,   -.43,    .26,   13.2,   38.2,
       05,      00,   200101,   1.02,   24.7,  -2.58,  -2.58,   -.86,  -2.58,      0,   1215,    .09,   -.32,   -.55,   -.13,   -.92,   -.53,    .26,   11.8,   37.6,
       05,      00,   200102,   1.14,   28.2,  -2.55,  -2.55,   -.72,  -2.55,      0,   1043,    .21,     .1,   -.26,   -.13,    -.6,   -.55,    .38,   16.7,   39.7,
       05,      00,   200103,   1.42,   36.1,  -2.74,  -2.74,  -1.33,  -2.74,      0,    903,    .03,    .08,    .05,   -.12,   -.42,     -1,    .58,   24.2,   47.9,
       05,      00,   200104,   1.65,   45.9,  -2.86,  -2.86,  -1.21,  -2.86,      0,    576,    .01,   -.08,   -.06,   -.45,   -.23,   -.87,   -.24,   32.1,   59.6,
       05,      00,   200105,   2.69,   53.9,  -2.29,  -2.29,    .82,  -1.89,      2,    360,    .89,    .52,    .41,    .21,    .16,   -.29,   -.19,   39.9,     68,
       05,      00,   200106,    .94,   63.9,  -2.68,  -2.68,  -1.88,  -2.68,     71,     96,   -.83,    .25,    .07,    .01,   -.06,   -.32,   -.38,   47.8,   79.8,
       05,      00,   200107,   2.44,   70.3,  -2.47,  -2.47,    -.2,  -2.47,    194,      4,    .56,    -.2,    .46,    .18,   -.07,    .01,   -.45,   55.4,   85.1,
       05,      00,   200108,   1.97,   66.9,   -2.4,   -2.4,   -.54,   -2.4,    105,     27,   -.03,    .34,   -.21,    .11,      0,    .02,   -.78,   52.1,   81.6,
       05,      00,   200109,   1.04,   60.3,  -2.64,  -2.64,  -1.47,  -2.64,     26,    161,   -.49,    -.4,   -.04,   -.03,   -.05,   -.08,   -.92,   44.4,   76.2,
       05,      00,   200110,    .65,   47.9,  -2.94,  -2.94,  -1.72,  -2.94,      0,    537,   -.99,  -1.05,   -.85,   -.32,   -.34,   -.48,   -.86,   32.7,     63,
       05,      00,   200111,    1.2,   37.9,   -2.9,   -2.9,    -.8,   -2.9,      0,    806,    .36,   -.58,   -.79,   -.64,    -.3,   -.37,   -.65,   24.4,   51.3,
       05,      00,   200112,    .65,   26.4,  -3.19,  -3.19,  -1.74,  -3.19,      0,   1152,   -.93,    -.4,   -.98,   -.65,    -.5,   -.47,   -.61,   13.7,   39.2,
       05,      00,   200201,    .64,   25.4,  -3.57,  -3.57,  -2.13,  -3.57,      0,   1203,   -.82,  -1.32,   -.79,  -1.22,   -.66,   -.63,   -.78,   12.3,   38.4,
       05,      00,   200202,    .48,   27.1,  -4.23,  -4.23,  -3.11,  -4.23,      0,   1035,  -1.63,  -1.65,  -1.87,  -1.77,   -1.3,   -.88,   -.98,   12.2,   41.9,
       05,      00,   200203,    .87,     32,  -4.75,  -4.75,  -2.86,  -4.75,      0,   1036,  -1.02,  -1.92,   -2.1,  -1.91,  -1.41,  -1.11,  -1.46,     17,   46.9,
       05,      00,   200204,    .57,   47.3,  -5.75,  -5.75,  -4.46,  -5.75,      0,    539,  -3.09,  -2.36,  -3.05,  -2.33,  -2.13,  -1.51,  -1.76,   32.1,   62.6,
       05,      00,   200205,    .57,   53.4,  -6.79,  -6.79,  -4.92,  -6.79,      2,    376,  -2.13,  -3.09,  -2.98,  -3.09,  -2.97,  -2.23,  -1.88,   37.6,   69.2,
       05,      00,   200206,    .87,   67.1,  -7.85,  -7.85,  -5.27,  -7.85,    123,     54,   -.97,  -2.62,  -3.01,  -3.09,  -2.83,  -2.25,  -1.98,   50.4,   83.7,
       05,      00,   200207,   1.02,     71,  -9.01,  -9.01,   -5.9,  -9.01,    208,      2,  -1.83,  -2.05,  -3.09,  -3.09,  -3.09,  -2.89,  -2.02,     55,   87.1,
       05,      00,   200208,   1.49,   66.8,  -9.09,  -9.09,  -3.03,  -9.09,     95,     34,    -.8,  -1.77,  -1.89,  -2.92,  -3.09,  -3.09,  -2.26,   51.2,   82.3,
       05,      00,   200209,    2.1,   58.4,  -7.85,  -7.85,    .91,  -7.47,     17,    200,    .95,    .21,   -.76,  -2.46,  -3.06,  -2.93,  -2.01,   44.7,     72,
       05,      00,   200210,   1.62,   43.2,  -6.66,  -6.66,   1.14,  -5.83,      0,    698,     .5,    .88,    .38,  -1.41,  -2.42,  -2.68,  -1.92,   30.1,   56.3,
       05,      00,   200211,    .98,   33.7,  -6.12,  -6.12,   -.43,  -5.39,      0,    936,   -.07,    .28,    .77,   -.73,  -1.97,  -2.58,  -1.86,   21.2,   46.2,
       05,      00,   200212,    .64,   27.6,  -6.05,  -6.05,  -1.69,  -5.86,      0,   1119,   -.96,   -.75,   -.27,    -.7,     -2,   -2.5,  -1.99,   15.4,   39.8,
       05,      00,   200301,    .44,   31.6,  -6.28,  -6.28,  -2.54,  -6.28,      0,   1006,  -1.48,  -1.81,  -1.42,   -.47,  -1.72,   -2.6,  -2.22,   18.7,   44.6,
       05,      00,   200302,   1.49,   26.3,  -5.83,  -5.83,    -.6,  -5.83,      0,   1096,    .94,   -.24,   -.78,    .12,  -1.02,  -2.04,  -2.05,   14.5,   38.2,
       05,      00,   200303,   2.19,   36.6,  -5.31,  -5.31,   -.24,  -5.31,      0,    876,   1.18,   1.45,    .62,    .15,   -.42,   -1.6,  -1.84,   23.9,   49.4,
       05,      00,   200304,   1.57,   45.3,  -5.15,  -5.15,  -1.16,  -5.15,      0,    570,   -.09,    .54,     .8,   -.16,    .03,   -1.2,  -1.99,   31.4,   59.3,
       05,      00,   200305,   1.75,   53.9,  -5.01,  -5.01,  -1.19,  -5.01,      3,    349,   -.19,   -.28,    .25,   -.19,    .21,   -.73,  -2.19,   39.7,     68,
       05,      00,   200306,   2.07,   60.1,  -4.22,  -4.22,    .84,  -3.85,     25,    186,    .88,    .41,    .14,    .36,    .15,   -.28,  -1.95,   45.7,   74.4,
       05,      00,   200307,   1.02,   72.5,  -4.87,  -4.87,  -3.26,  -4.87,    243,      0,  -1.83,   -.53,    -.5,    .08,   -.45,   -.27,  -2.19,   55.6,   89.3,
       05,      00,   200308,   1.85,   68.4,  -4.89,  -4.89,  -1.57,  -4.89,    137,     16,   -.22,  -1.35,   -.55,   -.22,   -.51,    -.1,  -2.34,   53.5,   83.3,
