genus_species,Family,Order,TaxonGroup,woody_non-woody,Growth_form,Decid_or_Ever,Compound_Simple,Leaf size_cm2,Whole_leaf_size_cm2,Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
Osmanthus heterophyllus,Oleaceae,Lamiales,angio,woody,Shrub,E,S,6.75,6.75,Japan,33.47,130.58,56,16.3,16.3,5.18,5.18,28.18,2050,1577,56.15,1.73,1.33,1186.39,1186.39,168.53,168.53,74.1,74.1
Helicia cochinchinensis,Proteaceae,Proteales,angio,woody,Shrub,E,S,6.75,6.75,Japan,33.47,130.58,56,16.3,16.3,5.18,5.18,28.18,2050,1577,56.15,1.73,1.33,1186.39,1186.39,168.53,168.53,74.1,74.1
Eriobotrya japonica,Rosaceae,Rosales,angio,woody,Tree,E,S,90.56,90.56,Japan,33.47,130.58,56,16.3,16.3,5.18,5.18,28.18,2050,1577,56.15,1.73,1.33,1186.39,1186.39,168.53,168.53,74.1,74.1
Gardenia jasminioides,Rubiaceae,Gentianales,angio,woody,Shrub,E,S,30.19,30.19,Japan,33.47,130.58,56,16.3,16.3,5.18,5.18,28.18,2050,1577,56.15,1.73,1.33,1186.39,1186.39,168.53,168.53,74.1,74.1
Citrus tachibana,Rutaceae,Sapindales,angio,woody,Shrub,E,S,6.75,6.75,Japan,33.47,130.58,56,16.3,16.3,5.18,5.18,28.18,2050,1577,56.15,1.73,1.33,1186.39,1186.39,168.53,168.53,74.1,74.1
Meliosma rigida,Sabiaceae,Proteales,angio,woody,Shrub,E,S,90.56,90.56,Japan,33.47,130.58,56,16.3,16.3,5.18,5.18,28.18,2050,1577,56.15,1.73,1.33,1186.39,1186.39,168.53,168.53,74.1,74.1
Ilex crenata,Aquifoliaceae,Aquifoliales,angio,woody,Shrub,,S,0.75,0.75,Japan,31.917,130.83,900,11.6,15.21,1.59,6.09,22.19,3272,2935,53.81,2.63,2.66,1245.73,1103.82,171.28,141.35,78.42,79.3
Trochodendron araliodes,Trochodendraceae,Trochodendrales,angio,woody,Tree,E,S,30.19,30.19,Japan,31.917,130.83,900,11.6,15.21,1.59,6.09,22.19,3272,2935,53.81,2.63,2.66,1245.73,1103.82,171.28,141.35,78.42,79.3
Turpinia ternata,Staphyleaceae,Crossosomatales,angio,woody,Tree,E,C,90.56,,Japan,31.6,130.5,56,17.6,17.6,7.24,7.24,28.14,2237,2260,54.41,1.79,1.81,1246.52,1246.52,173.39,173.39,75.39,75.39
Ambrosia eriocentra,Asteraceae,Asterales,angio,woody,Shrub,E,S,3.8,3.8,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Baccharis sergiloides,Asteraceae,Asterales,angio,woody,Shrub,E,S,1.86,1.86,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Bebbia juncea,Asteraceae,Asterales,angio,woody,Shrub,D,S,1.21,1.21,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Brickelia californica,Asteraceae,Asterales,angio,non-woody,Herb,,S,3.89,3.89,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Chilopsis linearis,Bignoniaceae,Lamiales,angio,woody,Tree,D,S,4.42,4.42,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Hymenoclea monogyra,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.77,0.77,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Hymenoclea salsola,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.6,0.6,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Menodora scabra,Oleaceae,Lamiales,angio,non-woody,Herb,,S,0.56,0.56,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Stillingia linearifolia,Euphorbiaceae,Malpighiales,angio,woody,Shrub,E,S,0.52,0.52,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Stephanomeria pauciflora,Asteraceae,Asterales,angio,non-woody,Herb,,S,1.09,1.09,United States,34.95,-114.417,785,20.9,18.07,8.43,8.43,31.63,153,148,142.02,0.08,0.13,1982.92,1006.03,250.43,191.53,36.06,38.4
Ambrosia dumosa,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.45,0.45,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Encelia virginensis,Asteraceae,Asterales,angio,non-woody,Herb,,S,1.57,1.57,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Hymenoclea salsola,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.42,0.42,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Gutierrezia microcephalum,Asteraceae,Asterales,angio,woody,Shrub,D,S,0.46,0.46,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Prunus fasciculata,Rosaceae,Rosales,angio,woody,Shrub,D,C,,0.17,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Salvia dorrii,Lamiaceae,Lamiales,angio,woody,Shrub,E,S,0.59,0.59,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Senecio douglasii,Asteraceae,Asterales,angio,woody,Shrub,E,S,1.81,1.81,United States,37.017,-113.833,1028,13.8,17.34,4.11,7.31,28.71,262,204,98.59,0.16,0.15,1659.54,1335.07,233.92,183.09,41.01,39.41
Amelanchier utahensis,Rosaceae,Rosales,angio,woody,Shrub,D,S,2.49,2.49,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Arenaria macrodenia,Caryophyllaceae,Caryophyllales,angio,non-woody,Herb,,S,0.22,0.22,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Artemisia tridentata,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.48,0.48,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Chrysothamnus nauseosus,Asteraceae,Asterales,angio,woody,Shrub,E,S,1.14,1.14,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Fraxinus anamola,Oleaceae,Lamiales,angio,woody,Tree,D,S,12.33,12.33,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Fraxinus velutina,Oleaceae,Lamiales,angio,woody,Tree,D,C,,50.49,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Quercus gambellii,Fagaceae,Fagales,angio,woody,Tree,D,S,30.26,30.26,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Quercus turbinella,Fagaceae,Fagales,angio,woody,Tree,E,S,7.84,7.84,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Rhus trilobata,Anacardiaceae,Sapindales,angio,woody,Shrub,D,C,,7.08,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Ribes velutinum,Grossulariaceae,Saxifragales,angio,woody,Shrub,D,S,0.8,0.8,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Rosa woodsii,Rosaceae,Rosales,angio,woody,Shrub,D,S,23.81,23.81,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Salix sp,Salicaceae,Malpighiales,angio,woody,Shrub,D,S,8.66,8.66,United States,37.5,-113.75,1676,10.1,15.18,0.43,5.73,24.53,299,221,92.99,0.19,0.18,1564.66,1203.02,228.56,194.44,43.57,39.12
Acer grandidentatum,Sapindaceae,Sapindales,angio,woody,Tree,D,S,30.22,30.22,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Acer negundo,Sapindaceae,Sapindales,angio,woody,Tree,D,C,,72.39,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Betula occidentalis,Betulaceae,Fagales,angio,woody,Tree,D,S,9.71,9.71,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Ceanothus velutinus,Rhamnaceae,Rosales,angio,woody,Shrub,E,S,25.99,25.99,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Cornus sericea,Cornaceae,Cornales,angio,woody,Shrub,D,S,23.67,23.67,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Physocarpus malvaceus,Rosaceae,Rosales,angio,woody,Shrub,D,S,14.42,14.42,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Populus fremontii,Salicaceae,Malpighiales,angio,woody,Tree,D,S,72.55,72.55,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Populus tremuloides,Salicaceae,Malpighiales,angio,woody,Tree,D,S,12.81,12.81,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Prunus virginiana,Rosaceae,Rosales,angio,woody,Shrub,D,S,30.03,30.03,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Sambucus caerulea,Adoxaceae,Dipsacales,angio,woody,Tree,D,C,,59.75,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Sorbus scopulina,Rosaceae,Rosales,angio,woody,Tree,D,S,48.12,48.12,United States,40.83,-111.45,1650,5.3,15.05,-3.05,7.75,21.45,618,280,69.6,0.49,0.26,1262.95,1078.03,204.88,154.62,54.24,45.46
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,5.66,5.66,United States,19.727,-155.095,70,23,23,21.6,21.6,24.6,3500,3562,69.13,2.23,2.27,1572.53,1572.53,202.2,202.2,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,10.59,10.59,United States,19.727,-155.174,600,20,20,18.52,18.52,21.72,6000,5003,69.13,3.69,3.07,1627.81,1627.81,202.2,202.2,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,6.66,6.66,United States,19.648,-155.267,1200,16,16,14.35,14.35,17.85,4400,1739,69.13,2.6,1.03,1691.83,1691.83,202.28,202.28,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,3.02,3.02,United States,19.661,-155.375,1800,13,13,11.33,11.33,14.93,2200,1787,69.13,1.25,1.02,1755.47,1755.48,202.27,202.27,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,2.58,2.58,United States,19.614,-155.409,2250,11,11,9.33,9.33,12.73,1700,858,69.13,0.94,0.48,1804.13,1804.13,202.32,202.32,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,2.25,2.25,United States,19.614,-155.409,2350,10.5,10.5,8.83,8.83,12.23,1600,912,69.13,0.88,0.5,1814.86,1814.86,202.32,202.32,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,5.08,5.08,United States,19.289,-155.226,300,22,22,20.65,20.65,23.35,1500,3719,69.13,0.94,2.32,1600.79,1600.79,202.66,202.66,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,4.95,4.95,United States,19.444,-155.356,1600,13.5,13.5,12.02,12.02,15.42,1500,3995,69.13,0.86,2.3,1736.48,1736.49,202.5,202.5,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,5.29,5.29,United States,19.489,-155.4,2200,11,11,9.42,9.42,12.52,1500,971,69.13,0.83,0.54,1800.16,1800.16,202.45,202.45,76.8,76.8
Metrosideros polymorpha,Myrtaceae,Myrtales,angio,woody,Tree,E,S,2.93,2.93,United States,19.412,-155.322,1200,16.6,13.87,14.45,14.45,17.85,1500,396,69.13,0.89,2.58,1694.3,1694.31,202.53,202.53,76.8,73.31
Phyllocladus aspleniifolius var alpinus,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,1.13,1.13,New Zealand,-42.92,171.55,780,6.1,10.38,3.05,6.35,14.05,3258,2457,39.59,3.86,3.18,845.02,773.72,154.46,135.88,80.46,78.43
Halocarpus bidwillii,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.12,0.12,New Zealand,-42.92,171.55,780,6.1,10.38,3.05,6.35,14.05,3258,2457,39.59,3.86,3.18,845.02,773.72,154.46,135.88,80.46,78.43
Pinus radiata,Pinaceae,Pinales,gymno,woody,Tree,E,S,0.83,0.83,New Zealand,-43.55,172.7,9,11.9,11.89,6.36,6.36,16.96,612,612,65.57,0.64,0.64,955.99,955.99,162.05,162.05,76.38,76.38
Prumnopitys taxifolia,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.17,0.17,New Zealand,-43.53,172.6,20,11.9,11.82,6.26,6.26,16.86,610,610,66.06,0.64,0.64,952.18,952.19,162.93,162.93,78.6,78.6
Dacrycarpus dacrydioides,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.03,0.03,New Zealand,-43.53,172.6,20,11.9,11.82,6.26,6.26,16.86,610,610,66.06,0.64,0.64,952.18,952.19,162.93,162.93,78.6,78.6
Podocarpus totara,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.6,0.6,New Zealand,-43.53,172.6,20,11.9,11.82,6.26,6.26,16.86,610,610,66.06,0.64,0.64,952.18,952.19,162.93,162.93,78.6,78.6
Prumnopitys ferruginea,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.4,0.4,New Zealand,-42.8,170.92,20,11.7,11.31,6.85,6.85,15.45,3440,3440,34.97,3.83,3.83,897.65,897.65,154.76,154.76,84.17,84.17
Podocarpus hallii,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,1.16,1.16,New Zealand,-42.8,170.92,20,11.7,11.31,6.85,6.85,15.45,3440,3440,34.97,3.83,3.83,897.65,897.65,154.76,154.76,84.17,84.17
Phyllocladus aspleniifolius var alpinus,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,5.46,5.46,New Zealand,-42.8,170.92,20,11.7,11.31,6.85,6.85,15.45,3440,3440,34.97,3.83,3.83,897.65,897.65,154.76,154.76,84.17,84.17
Dacrydium cupressinum,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.03,0.03,New Zealand,-42.8,170.92,20,11.7,11.31,6.85,6.85,15.45,3440,3440,34.97,3.83,3.83,897.65,897.65,154.76,154.76,84.17,84.17
Dacrycarpus dacrydioides,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.03,0.03,New Zealand,-43.88,171.25,350,10,11.42,5.56,5.56,16.76,904,904,59.93,0.99,0.99,909.92,909.93,159.53,159.53,77.94,77.94
Podocarpus totara,Podocarpaceae,Araucariales,gymno,woody,Tree,E,S,0.6,0.6,New Zealand,-43.88,171.25,350,10,11.42,5.56,5.56,16.76,904,904,59.93,0.99,0.99,909.92,909.93,159.53,159.53,77.94,77.94
Syzgium firmum,Myrtaceae,Myrtales,angio,woody,Tree,E,S,54.8,54.8,Sri Lanka,6.35,80.35,580,26,26,25.28,25.28,26.88,3904,3152,54.3,2.09,1.69,1866.87,1866.87,221.26,221.26,78.91,78.91
Syzgium makul,Myrtaceae,Myrtales,angio,woody,Tree,E,S,36.8,36.8,Sri Lanka,6.35,80.35,580,26,26,25.28,25.28,26.88,3904,3152,54.3,2.09,1.69,1866.87,1866.87,221.26,221.26,78.91,78.91
Syzgium operculatum,Myrtaceae,Myrtales,angio,woody,Tree,E,S,27.5,27.5,Sri Lanka,6.35,80.35,580,26,26,25.28,25.28,26.88,3904,3152,54.3,2.09,1.69,1866.87,1866.87,221.26,221.26,78.91,78.91
Syzgium rubicundum,Myrtaceae,Myrtales,angio,woody,Tree,E,S,6.2,6.2,Sri Lanka,6.35,80.35,580,26,26,25.28,25.28,26.88,3904,3152,54.3,2.09,1.69,1866.87,1866.87,221.26,221.26,78.91,78.91
Elmerrillia tsiampacca,Magnoliaceae,Magnoliales,angio,woody,Tree,E,S,251.8,251.8,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Cinnamomum cf culilaban,Lauraceae,Laurales,angio,woody,Tree,E,S,92,92,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Piper plagiophyllum,Piperaceae,Piperales,angio,woody,Shrub,E,S,192.3,192.3,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Ficus nodosa,Moraceae,Rosales,angio,woody,Tree,D,S,417.1,417.1,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Pipturus argenteus,Urticaceae,Rosales,angio,woody,Shrub,E,S,121.6,121.6,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Castanopsis acuminatissima,Fagaceae,Fagales,angio,woody,Tree,E,S,45,45,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Caldcluvia brassii,Cunoniaceae,Oxalidales,angio,woody,Tree,E,C,173.3,,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Aleurites moluccana,Euphorbiaceae,Malpighiales,angio,woody,Tree,E,S,237.5,237.5,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Melicope denhamii,Rutaceae,Sapindales,angio,woody,Tree,E,C,127.7,,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Cordia dichotoma,Boraginaceae,Boraginales,angio,woody,Tree,D,S,82.6,82.6,Papua New Guinea,-7.4,146.73,1300,19.7,24.49,23.27,23.27,25.47,2013,2013,47.51,1.27,1.27,1580.12,1580.12,193.17,193.17,78.13,78.13
Lomandra filiformis,Asparagaceae,Asparagales,angio,non-woody,Herb,,S,2,2,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Dianella revoluta,Xanthorrhoeaceae,Asparagales,angio,non-woody,Herb,,S,39.26,39.26,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Xanthorrhoea glauca,Xanthorrhoeaceae,Asparagales,angio,woody,Shrub,E,S,27.21,27.21,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Cassinia laevis,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.15,0.15,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Senecio garlandii,Asteraceae,Asterales,angio,woody,Shrub,E,S,35.78,35.78,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Hibbertia sericea,Dilleniaceae,Dilleniales,angio,woody,Shrub,E,S,0.1,0.1,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Astroloma humifusum,Ericaceae,Ericales,angio,woody,Shrub,E,S,0.12,0.12,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Brachyloma daphnoides,Ericaceae,Ericales,angio,woody,Shrub,E,S,0.15,0.15,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Lissanthe strigosa,Ericaceae,Ericales,angio,woody,Shrub,E,S,0.08,0.08,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Melichrus urceolatus,Ericaceae,Ericales,angio,woody,Shrub,E,S,0.28,0.28,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Beyeria viscosa,Euphorbiaceae,Malpighiales,angio,woody,Shrub,E,S,1.83,1.83,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Phyllanthus hirtellus,Phyllanthaceae,Malpighiales,angio,woody,Shrub,E,S,0.06,0.06,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Dillwynia juniperina,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.04,0.04,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Dillwynia sericea,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.05,0.05,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Pultenaea foliolosa,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.01,0.01,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Pultenaea largiflorens,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.03,0.03,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Acacia decora,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.84,0.84,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Acacia doratoxylon,Fabaceae,Fabales,angio,woody,Tree,E,S,3.35,3.35,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Acacia linearifolia,Fabaceae,Fabales,angio,woody,Shrub,E,S,1.79,1.79,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Acacia pycnantha,Fabaceae,Fabales,angio,woody,Tree,E,S,8.94,8.94,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Acacia verniciflua,Fabaceae,Fabales,angio,woody,Shrub,E,S,3.74,3.74,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Goodenia ovata,Goodeniaceae,Asterales,angio,woody,Shrub,E,S,6.53,6.53,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Prostanthera ovalifolia,Lamiaceae,Lamiales,angio,woody,Shrub,E,S,0.52,0.52,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Amyema miquelii,Loranthaceae,Santalales,angio,woody,Shrub,E,S,8.94,8.94,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Muellerina eucalyptoides,Loranthaceae,Santalales,angio,woody,Tree,E,S,10.94,10.94,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
Calytrix tetragona,Myrtaceae,Myrtales,angio,woody,Shrub,E,S,0.02,0.02,Australia,-35.267,147.067,222,15.5,15.5,7.44,7.44,23.74,585,584,76.37,0.42,0.42,1388.18,1388.18,207.29,207.29,57.89,57.89
