"","year","twig.mean","bark.mean","leaf.mean","seed.mean","twig.sum","bark.sum","leaf.sum","seed.sum","total"
"1",2021,57.5157016666667,34.2245818518519,107.888909074074,24.3695130555556,172.547105,102.673745555556,323.666727222223,73.1085391666667,223.998705648148
"2",2022,42.2850234126984,42.7804989980159,124.326027903439,2.50243433531746,126.855070238095,128.341496994048,372.978083710318,7.50730300595239,211.893984649471
"3",2023,48.7349084821429,51.3647263392857,178.45318235119,1.61237416666667,146.204725446429,154.094179017857,535.359547053571,4.8371225,280.165191339286
