uid,namedLocation,domainID,siteID,plotID,plotType,collectDate,sampleID,cnSampleID,analysisDate,sampleType,d15N,d13C,cnIsotopeQF,isotopeAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF
"9ba76ba7-9a71-4768-a0f9-59614198e2ce","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","2016-06-06T19:48Z","njZEDkTA4misW8k1uxtRpzWzzKfDITo68siBvvkbZRg=","njZEDkTA4misW8k1uxtRpzWzzKfDITo6MsqodP6SdVg=","2016-08-24","vegetation",-2.2,-29.5,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"89c5c886-7663-4dc4-9370-f8b44fe8e0b9","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","2016-06-06T20:26Z","njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOBQF/CTTu2F5Y=","njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOBDwQ44lo2Im0=","2016-08-24","vegetation",-1.0,-30.1,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"225f84f6-c9fe-4188-bcab-cac59a4f33c0","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","2016-06-06T20:45Z","njZEDkTA4mjZGSPmEY3U4r56QTRz50sl+NE/grsCEPQ=","njZEDkTA4mjZGSPmEY3U4r56QTRz50slQWewiTAgw3E=","2016-08-24","vegetation",-1.7,-27.8,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"564be516-91b9-45a6-8fa1-b530ddb0c70a","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","2016-06-06T20:50Z","njZEDkTA4mgfENts4k6kSGBRN0EHeml9l4DjKXTfk+o=","njZEDkTA4mgfENts4k6kSGBRN0EHeml9agbOfCJyVg4=","2016-08-24","vegetation",-3.3,-30.0,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"99a7b9d9-5981-42bd-805a-e1dc6c215b20","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","2016-06-06T21:00Z","njZEDkTA4mhH0X6U0MuB7VRO6eeyZWaniKGDpJXh+Ds=","njZEDkTA4mhH0X6U0MuB7VRO6eeyZWanaycrduY9xT4=","2016-08-24","vegetation",-1.3,-29.8,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"83a5b17d-9bcc-4f88-b182-2840eb5408b8","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","2016-06-06T21:05Z","njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqS8Q3jqKZbmc=","njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqOECRmaZIzg0=","2016-08-24","vegetation",-1.8,-30.1,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"f37285c9-7eb7-441a-8ecf-3ec9ec5f507f","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","2016-06-06T21:50Z","njZEDkTA4mjZGSPmEY3U4q2QdZT2qOdcd8fRI44y3zc=","njZEDkTA4mjZGSPmEY3U4q2QdZT2qOdcy7PmPuty3eg=","2016-08-24","vegetation",-1.2,-28.1,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"e2f5dfda-c77c-4072-a495-277cec1fbe36","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","2016-06-07T11:05Z","njZEDkTA4mhR8rGbSsJLb6cukeMvremZBtGbGGiAx4k=","njZEDkTA4mhR8rGbSsJLb6cukeMvremZxeUt1yGgjE4=","2016-08-24","vegetation",-4.8,-29.5,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"a32473ef-4529-4ae2-aa2a-c5785bc82953","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","2016-06-07T11:35Z","njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGtzlnIdO9QBQ0=","njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGtaO3LRLyv8A4=","2016-08-24","vegetation",-4.5,-28.5,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"f4ad4410-c23c-4efd-a6c1-73e2b975f13c","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","2016-06-07T11:52Z","njZEDkTA4mi6lNVtRg00eNWwyQgddzDi5F2NTGiJEVc=","njZEDkTA4mi6lNVtRg00eNWwyQgddzDiHH91cU/J8Ok=","2016-08-24","vegetation",-2.9,-31.6,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"34ab3ffe-5f4f-4912-85a9-3c58b03941cb","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","2016-06-07T14:25Z","njZEDkTA4mgDz3melY7dfQNMRUGLJr7nQVOoadhQsgI=","njZEDkTA4mgDz3melY7dfQNMRUGLJr7nbu/eq1iR6do=","2016-08-24","vegetation",-1.7,-29.1,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"6ac1d917-9b69-4791-96dd-0a08fae8e4f4","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","2016-06-07T15:15Z","njZEDkTA4mgiCY3WEM5lM9N5JGr0HKviPCjIMG8pBsc=","njZEDkTA4mgiCY3WEM5lM9N5JGr0HKviBBk4DQtMYo0=","2016-08-24","vegetation",-2.8,-26.4,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"21ca86f1-9043-40a3-ba92-3af8552c1494","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","2016-06-07T16:45Z","njZEDkTA4mh0yr9ydy7qRZC0Ve+IWGQeEwpl4eZtpAg=","njZEDkTA4mh0yr9ydy7qRZC0Ve+IWGQeemWhn4JSrsY=","2016-08-24","vegetation",-3.1,-31.2,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"54777d6f-cfec-40de-bba0-8c9a708bf5f1","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","2016-06-07T18:40Z","njZEDkTA4mgDIL0BcS2yRYGrNGyARpIhjrXOu1tJWWs=","njZEDkTA4mgDIL0BcS2yRYGrNGyARpIhQ6WVAYc+DgI=","2016-08-24","vegetation",-0.9,-30.4,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"5883d897-19c1-47bb-90dd-2242996d3003","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","2016-06-07T18:55Z","njZEDkTA4mijb1oR1IwLWxivLK0WHZulG6IAdSLWObY=","njZEDkTA4mijb1oR1IwLWxivLK0WHZulit2yBrjiPiw=","2016-08-24","vegetation",-1.9,-27.3,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"997c5a56-9efa-4762-8b72-9324cd7ea0b6","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","2016-06-07T19:52Z","njZEDkTA4mijQdJIkfYasnD2h9naC7vbsLiMy4Go8XA=","njZEDkTA4mijQdJIkfYasnD2h9naC7vbf6OBHqy7x8E=","2016-08-24","vegetation",-1.0,-30.4,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"20b041d6-2afd-41dd-934c-86c36d92b3f4","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","2016-06-08T11:30Z","njZEDkTA4mgzibdydw4wIWlntUakjAYfiR8XOwNE4WU=","njZEDkTA4mgzibdydw4wIWlntUakjAYfnj8zKNiupu4=","2016-08-24","vegetation",-5.7,-28.5,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"dcbfbe11-052d-4bfe-b2bf-94ab76b4e22b","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","2016-06-08T12:00Z","njZEDkTA4mgzibdydw4wIeucmC/7uRrENi3KhXAJaso=","njZEDkTA4mgzibdydw4wIeucmC/7uRrE1yjBEnatk44=","2016-08-24","vegetation",-4.8,-31.4,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"19688431-32f9-44a4-8b50-08780d490fca","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","2016-06-08T12:35Z","njZEDkTA4mhSgYo6Ispo/+wm2QqCMyjIwgQhpNfyK0k=","njZEDkTA4mhSgYo6Ispo/+wm2QqCMyjI6wR+OGjOhTw=","2016-08-24","vegetation",-1.9,-29.3,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"25bc1fb4-82f3-4857-b623-bbb978cf2a3a","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","2016-06-08T14:08Z","njZEDkTA4mjRs6rw/tqfQrsycEHIOS06GZYymlMz4Ng=","njZEDkTA4mjRs6rw/tqfQrsycEHIOS06Ca+4J9XrCVQ=","2016-08-24","vegetation",-4.9,-30.3,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"3ba9b6c3-dc05-4004-9102-566094be164f","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","2016-06-08T14:30Z","njZEDkTA4mjRs6rw/tqfQjEUL/lUbiPpO270Dwr8qbI=","njZEDkTA4mjRs6rw/tqfQjEUL/lUbiPpj0LF+Twq7CE=","2016-08-24","vegetation",-5.8,-31.1,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"6fe50b43-68da-4c65-a7b5-ecee02f00e13","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","2016-06-08T14:50Z","njZEDkTA4mgheRG5xpV4KhBLjPaOVb3QRxFs/QPRWXk=","njZEDkTA4mgheRG5xpV4KhBLjPaOVb3QLAYPkpDXV+A=","2016-08-24","vegetation",-2.8,-30.4,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"a533333f-7eb8-4f8c-bb3b-27b4eefed543","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","2016-06-08T16:20Z","njZEDkTA4mjM8NaA5tPYPfIlPRzbOoiPURsnDbqK3bo=","njZEDkTA4mjM8NaA5tPYPfIlPRzbOoiPiujdDOPy7d0=","2016-08-24","vegetation",-1.6,-27.5,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"bfa1a711-6a10-46a1-b405-35ca39ceaf6c","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","2016-06-08T17:10Z","njZEDkTA4mjM8NaA5tPYPTLeca1Mq+PzxxOKRi4CuWA=","njZEDkTA4mjM8NaA5tPYPTLeca1Mq+Pz0WWGaUcsZl4=","2016-08-24","vegetation",-2.4,-29.8,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"3b1edcb6-f0f1-41c7-b3a4-deb59b5876b3","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","2016-06-08T17:28Z","njZEDkTA4mjM8NaA5tPYPaQ7DDpwljfAx1IeI64tYbU=","njZEDkTA4mjM8NaA5tPYPaQ7DDpwljfA8LKhKDgvQ0E=","2016-08-24","vegetation",-1.6,-29.4,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"23ed2d38-2956-49cd-81ea-682e1f317305","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","2016-06-08T19:15Z","njZEDkTA4mi2wT7cGdhmi5Lr4Z1iZftb/3tUYPPiG1s=","njZEDkTA4mi2wT7cGdhmi5Lr4Z1iZftb+Jp346qkI9U=","2016-08-24","vegetation",-4.7,-30.6,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"723ee773-d8cc-4ce6-bbbd-6ce971cfc073","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","2016-06-08T19:23Z","njZEDkTA4mhSkwoOwiHBfi3eADDSK5dn2593+eGblCA=","njZEDkTA4mhSkwoOwiHBfi3eADDSK5dnxRKdNVuUGLo=","2016-08-24","vegetation",-3.6,-30.2,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"8245d461-f608-4466-bab5-bafece595d92","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","2016-06-08T19:36Z","njZEDkTA4miyJmItRR7bb7aiJUAknLgxEH5ZLS2fNts=","njZEDkTA4miyJmItRR7bb7aiJUAknLgxEFQdjNneTJc=","2016-08-24","vegetation",-4.0,-27.7,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"3187b315-d37b-431e-93d0-a340552ec147","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","2016-06-08T20:18Z","njZEDkTA4miMFdcBeh0bEOgw31WI67a7yHvkNb4kF7g=","njZEDkTA4miMFdcBeh0bEOgw31WI67a7+4eqiZQn+sQ=","2016-08-24","vegetation",-3.8,-31.5,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"dfd095fe-946a-45f0-a0de-d4809db83943","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","2016-06-08T20:42Z","njZEDkTA4miVPiZgajsajJyGU2VGb4wd83wgTn1x/fk=","njZEDkTA4miVPiZgajsajJyGU2VGb4wdZQR1wmIBOao=","2016-08-24","vegetation",-5.6,-28.6,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"074740a3-e9f2-4a2d-9759-e8c7cd8f696a","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","2016-06-08T21:00Z","njZEDkTA4miMFdcBeh0bEOqlK9WNlal4RGubN/vzi2w=","njZEDkTA4miMFdcBeh0bEOqlK9WNlal4CsHSAnYtm5E=","2016-08-24","vegetation",-4.1,-30.4,"0",,2,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"5693e2ff-a116-4744-ac55-0d31c3bd7323","GRSM_060.basePlot.cfc","D07","GRSM","GRSM_060","tower","2016-06-08T21:00Z","njZEDkTA4miMFdcBeh0bEOqlK9WNlal4RGubN/vzi2w=","njZEDkTA4miMFdcBeh0bEOqlK9WNlal4CsHSAnYtm5E=","2016-08-24","vegetation",-4.1,-30.3,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"1b41a005-34bc-4ef7-95fe-4560c9edcc0c","GRSM_055.basePlot.cfc","D07","GRSM","GRSM_055","tower","2016-06-09T11:50Z","njZEDkTA4mhD9kQrWDZIDvJvaLn77OC7SBzRm0z+5K4=","njZEDkTA4mhD9kQrWDZIDvJvaLn77OC7u3uapcceKhk=","2016-08-24","vegetation",0.2,-28.2,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"ca659e02-bad2-45c0-b3a4-3fbdf5fa33db","GRSM_055.basePlot.cfc","D07","GRSM","GRSM_055","tower","2016-06-09T12:10Z","njZEDkTA4mhD9kQrWDZIDrGPgXD9DL+LpOToDDpR1pU=","njZEDkTA4mhD9kQrWDZIDrGPgXD9DL+LoG++smaEuq8=","2016-08-24","vegetation",-2.0,-29.8,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
"bda29521-ed99-4982-b372-8d3aedd23676","GRSM_055.basePlot.cfc","D07","GRSM","GRSM_055","tower","2016-06-09T12:28Z","njZEDkTA4mhTZe2wh2y3jx++gacbnFugxvjdpiPqzvI=","njZEDkTA4mhTZe2wh2y3jx++gacbnFugzeuaewc1o9w=","2016-08-24","vegetation",-3.1,-29.6,"0",,1,,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",
